FormSelectOperation_KeyBoard#0,"""  Transform:<%NormalAttack>/<%Decide>  Batal:[Esc]  """
FormSelectOperation_Pad#0,"""    Transform:<%Decide>  Batal:<%Cancel>    """
message1#0,"""テストデータ"""
NameAK#0,"""エルダー"""
NameTE#0,"""ルーサー"""
NameDE#0,"""アプレンティス"""
NameMA#0,"""ダブル"""
FormName#0,"""$(0)フォーム"""
DummyFormName#0,"""ダークブラスト"""
CaptionHaveExp#0,"""EXP Tersisa"""
ToastCancelPollute#0,"""Transformasi Dark Blast dibatalkan."""
message1#1,"""テストデータ"""
message1#2,"""テストデータ"""
StatusDetailsFormTitle#0,"""Informasi Dark Blast"""
StatusDetailsFormSubTitle#0,"""Login Status"""
PolluteListFormTitle#0,"""ダークブラスト"""
PolluteListFormHaveExp#0,"""EXP Tersisa"""
PolluteListPopupSkill#0,"""Pelajari Skill"""
PolluteListPopupTrans#0,"""Pasang Act ketika Transformasi"""
PolluteListPopupColor#0,"""Ganti Warna"""
PolluteListPopupResetSkillLevel#0,"""スキルをリセットする"""
PolluteListPopupStyle#0,"""-"""
PolluteListPopupStyleAndColor#0,"""表示タイプ/カラーを変更する"""
FormDetailsText1#0,"""ダークファルス【巨躯】の力を具現化させ<br>その圧倒的な力による<br>直接攻撃を主体に戦う能力。"""
FormDetailsText2#0,"""ダークファルス【敗者】の力を具現化させ<br>その迸る魔力を操り<br>空中からの遠距離攻撃を主体に戦う能力。"""
FormDetailsText3#0,"""ダークファルス【若人】の力を具現化させ<br>その華麗な敏捷性と、眷属たる蟲を操る力で<br>臨機応変に戦う能力。"""
FormDetailsText4#0,"""ダークファルス【双子】の力を具現化させ<br>その優れた火力と、多彩な玩具型武器に<br>変身する力で、楽しげに戦う能力。"""
ResetSkillLevel_Title#0,"""スキルリセット"""
ResetSkillLevel_Ask#0,"""$(0)の<br>すべてのスキルレベルをリセットします。<br><pure_yellow><br>※レベルアップに消費したEXPが還元されます。<br>※スキル解放条件はリセットされません。<br><c><br>よろしいですか？"""
ResetSkillLevel_Success#0,"""$(0)の<br>すべてのスキルレベルをリセットしました。"""
ResetSkillLevel_ErrorCommon#0,"""予期せぬ問題が発生したため、<br>処理を実行できませんでした。<br><br>しばらく時間をおいてから、再度お試しください。"""
ResetSkillLevel_ErrorServer#0,"""サーバーに問題が発生したため、<br>処理を実行できませんでした。<br><br>しばらく時間をおいてから、再度お試しください。"""
ResetSkillLevel_ErrorInQuest#0,"""クエスト中のため、<br>処理を実行できませんでした。"""
Style_Title#0,"""-"""
Style_Message#0,"""-"""
Style_RadioItem_0#0,"""-"""
Style_RadioItem_1#0,"""-"""
message1#3,"""テストデータ"""
PolluteResultTitle#0,"""Perkembangan Dark Blast"""
BeforePolluteResultTitle#0,"""Perkembangan Dark Blast Terakhir"""
ExperienceTitle#0,"""EXP Dark Blast"""
GetPolluteExperienceText#0,"""EXP Didapatkan"""
HavePolluteExperienceText#0,"""EXP Dipunyai"""
DBAction#0,"""ダークブラスト"""
plt_DH1Ak_Barrier#0,"""ダークネス<br>ウォール"""
plt_DH1Ak_Dash#0,"""フィジカル<br>ダッシュ"""
plt_DH1Ak_Shock#0,"""アルティメット<br>インパクト"""
plt_DH1Ak_HPUp#0,"""ＨＰアップ"""
plt_DH1Ak_PPUp#0,"""ＰＰアップ"""
plt_DH1Ak_AtpAllUp#0,"""全攻撃<br>アップ"""
plt_DH1Ak_DfpAllUp#0,"""全防御<br>アップ"""
plt_DH1Ak_NormalAtk1#0,"""通常攻撃<br>コンボ追加1"""
plt_DH1Ak_NormalAtk2#0,"""通常攻撃<br>コンボ追加2"""
plt_DH1Ak_AttackAdvance#0,"""Ｄアタック<br>アドバンス"""
plt_DH1Ak_PA1Up#0,"""タイラント<br>ストライク強化"""
plt_DH1Ak_PA2Up#0,"""インフィニティ<br>ラッシュ強化"""
plt_DH1Ak_PA3Up#0,"""パニッシュメント<br>ナックル強化"""
