SetMessage1#0,"""Los caramelos bloqueados no se pueden comprimir."""
SetMessage2#0,"""Este artículo ya no puede ser comprimido, <br>porque ha alcanzado su límite de compresión."""
CompressMessage#0,"""Comenzando la compresión.<br>¿Está seguro de que desea proceder?<br><br>Nota: Puede utilizar elementos de apoyo para mejorar la tasa de <br>éxito."""
CompressMessage_v#0,"""Comenzando la compresión. <br>¿Está seguro de que desea continuar? <br>Nota: Puede utilizar elementos de apoyo para mejorar el índice de éxito."""
CompressResultMessage1#0,"""Compresión <green>exitosa<c>."""
CompressResultMessage2#0,"""Compresión <red>fallida<c>."""
CompressSize#0,"""Tamaño"""
CompressSizeNumber#0,"""$(0)x$(1)"""
CompressItemCandy#0,"""Comprimir del inventario"""
CompressCandyBoxCandy#0,"""Comprimir de la caja de dulces"""
CompressCompareTitle#0,"""Detalles de compreción de dulces"""
CompressErrorMessage1#0,"""Mesetas insuficientes."""
CompressErrorMessage2#0,"""Insuficiente $(0)."""
CompressTypeSelectTitle#0,"""SELECCIONE DULCE PARA COMPRIMIR"""
CompareMessage#0,"""<yellow>$(1) Requerido: $(2) (Tiene: $(0))<br>Meseta Requerida: $(4) (Tienes: $(3))<c>"""
CompressNoSupport1Item#0,"""No usar nada"""
CompressSuccessRateMessage1#0,"""<green>Seguro<c>"""
CompressSuccessRateMessage2#0,"""<c 00ffff>A salvo<c>"""
CompressSuccessRateMessage3#0,"""<yellow>Precausion<c>"""
CompressSuccessRateMessage4#0,"""<red>Peligro<c>"""
CompressSuccessRateMessage5#0,"""<red>Peligro<c>"""
CompressSuccessRate#0,"""Probabilidad de exito"""
SetErrorMessage#0,"""Este artículo ya no puede ser comprimido, <br>porque ha alcanzado su límite de compresión."""
CompressBackpackErrorMessage#0,"""La compresión no ha podido completarse porque su <br>inventario está lleno, o excedería su límite de carga. """
CompressReturnButton#0,"""Regresar"""
FullSizeTitle#0,"""Laboratorio de mascotas"""
Info_PetLabo#0,"""<c f0df60>Aquí, puedes comprimir y minimizar Caramelos y mejorar la Rareza de tus mascotas.<c>"""
Info_CandyFromPet#0,"""<c f0df60>Puedes comprimir caramelos en tu caja de caramelos. Primero, selecciona una caja de caramelos.<c>"""
Info_CandyFromItem#0,"""<c f0df60>Selecciona un caramelo para comprimirlo. (Los caramelos que no se pueden comprimir más no se muestran.)<c>"""
Info_CandyCheck#0,"""<c f0df60>Esta es la pantalla de confirmación final para comprimir caramelos.<c>"""
Info_Rename#0,"""<c f0df60>Selecciona la mascota cuyo nombre quieres cambiar.<c>"""
Info_Inheritance_PetList#0,"""<c f0df60>Puedes aumentar la Rareza de tu mascota usando un huevo con una Rareza más alta. Selecciona una mascota.<c>"""
Info_Inheritance_EggList#0,"""<c f0df60>Selecciona un huevo del mismo tipo o su forma evolucionada de igual o mayor Rareza. El huevo <c ff4f3f>desaparecerá al usarlo.<c>"""
Info_Inheritance_AbilityList#0,"""<c f0df60>¿Qué personalidad quieres llevar? La personalidad afectará al rendimiento en batalla.<c>"""
Info_Inheritance_Confirmation#0,"""<c f0df60>Esta es la pantalla de confirmación final de la Mejora de Rareza.<c>"""
info_SelectCompressType#0,"""<c f0df60>Comprimir un Dulce lo hará más pequeño, permitiéndote <c ff4f3f>adaptar más Dulces<c f0df60>.<c>"""
info_ReverseEgg#0,"""<c f0df60>Puedes devolver una mascota a un huevo conservando su EXP y su Valor Plus.<c>"""
Compare_Title#0,"""Información sobre la mejora de la rareza"""
Compare_Rarity#0,"""Rareza"""
Title#0,"""MENÚ DEL LABORATORIO DE MASCOTAS"""
Item_Candy#0,"""Compresión de dulces"""
Item_Rename#0,"""Cambiar nombre"""
Item_Inheritance#0,"""Mejorar raresa"""
Item_Back#0,"""Regresar mascota al huevo"""
Item_Release#0,"""Desbloqueo de límites"""
Item_Goods#0,"""Dulces para mascotas"""
Item_Warehouse#0,"""Abrir almacen"""
Item_Exit#0,"""Salir del Laboratorio de Mascotas"""
Error_Title#0,"""Laboratorio de mascotas"""
Info_Title#0,"""Laboratorio de mascotas"""
Info_Message_Unregister#0,"""Has seleccionado un objeto bloqueado.<br>¿Estas seguro de continuar?."""
Error_Candy_List_Empty#0,"""No tiene caramelos para comprimir."""
Error_Pet_List_Empty#0,"""No hay mascotas disponibles"""
Message_Title#0,"""Aumento de la rareza"""
Inheritance_Message#0,"""Comenzando la mejora de rareza.<br>¿Estás seguro de que deseas proceder?"""
Inheritance_Message_Reinforce#0,"""Comenzando la mejora de rareza.<br>¿Estás seguro de que deseas continuar?<br><red>Nota: Se ha seleccionado un huevo de forma evolucionada. No podrás <br>revertir esta mascota a su forma original una vez que hayas<br>realizado la Mejora de Rareza.<c><br><br><yellow>Nota: Si evolucionas una mascota equipada, cualquier PA que se haya<br>establecido será eliminado.<c>"""
Inheritance_Result_OK#0,"""Mejora de rareza éxitosa"""
Inheritance_Result_NG#0,"""Mejora de rareza fallida."""
Inheritance_Result_Reinforce#0,"""La mejora de rareza se ha realizado y $(0) se ha convertido en $(1)."""
Inheritance_Error_NoItem1#0,"""No hay huevos que cumplan estos requisitos.<br>O bien [Ocultar Objetos Bloqueados] está activado, o no tienes huevos <br>del <yellow>mismo tipo<br> que la mascota seleccionada o su <yellow>forma evolucionada<c>de <yellow>igual o mayor Rareza<c>."""
Inheritance_Error_NoItem2#0,"""No hay huevos que cumplan estos requisitos.<br> No tienes huevos del <yellow>mismo tipo<br> <br>que la mascota seleccionada o su <yellow>forma evolucionada<c>de <yellow>igual o mayor Rareza<c>."""
Inheritance_Error_NoItem3#0,"""No hay huevos que cumplan estos requisitos.<br>O bien [Ocultar Objetos Bloqueados] está activado, o no tienes huevos <br>del <yellow>mismo tipo<br> que la mascota seleccionada o su <yellow>forma evolucionada<c>de <yellow>igual o mayor Rareza<c>."""
Inheritance_Title#0,"""CONFIRMACIÓN DE LA EVOLUCIÓN DE LA MASCOTA"""
Inheritance_Change_Message#0,"""Se ha seleccionado una mascota de forma evolucionada.<br><red>No podrás revertir esta mascota a su forma original una vez que la hayas evolucionado.<c><br><br>¿Estás seguro de que deseas continuar?"""
Inheritance_Change_Reinforce#0,"""Se ha seleccionado una mascota de forma evolucionada.<br><red>No podrás revertir esta mascota a su forma original una vez que la hayas evolucionado.<c>"""
Inheritance_Change_Color#0,"""<yellow>Al seleccionar un huevo de diferente color, el color de la mascota será <br>cambiado.<c>"""
Inheritance_Change_Confirm#0,"""¿Esta esto bien?"""
Inheritance_Confirm_Message#0,"""Comenzando la mejora de rareza.<br>¿Está seguro de que desea proceder?"""
Inheritance_Confirm_Reinforce#0,"""<red>Nota: Se ha seleccionado un huevo de forma evolucionada. No podrás revertir esta mascota a <br>su forma original una vez que hayas realizado la Mejora de Rareza.<c><br><yellow>Nota: Si evolucionas una mascota equipada, cualquier PA que se haya establecido será eliminado.<c>"""
Inheritance_Confirm_Color#0,"""<yellow>Nota: Como se selecciona un huevo de diferente color, el color de la mascota cambiará.<c>"""
Message_Title#1,"""Regresar mascota al huevo"""
Warning_Message#0,"""Todos los objetos y efectos a continuación serán eliminados:<br><red>Síntesis de huevo: Todas las  síntesis cargadas<br>Caja de dulces: Dulces puestos<c><br>Caja de dulces<red>: cubos de caramelo eliminados<c><br>¿Estas seguro de querer continuar?"""
Warning_Rarity#0,"""En los dulces puestos hay<br>$(0) raros o incluso mas<br>¿Estas seguro que querer continuar?"""
FinalConfirm_Message#0,"""Regresando la mascota 『$(2)』 al huevo.<br>¿Estas seguro que querer continuar?<br>※<yellow>La mascota tiene registro de dueño<c>, y no podra ser tradeada.<c><br><red>※Todos los objetos y efectos a continuación<br>seran eliminados, la cantidad de syntesis es ０.<c><br>Dulces en la caja: $(0)<br>Cargas combinadas restantes: $(1)<br>Todos los dulces seran borrados"""
Result#0,"""Mascota regresada al huevo"""
ReverseEggBackpackErrorMessage#0,"""No se ha podido devolver la mascota a un huevo porque no<br>tienes suficiente espacio en tu inventario, o bien<br>excederías tu límite de carga."""
FinalConfirm_GuideBar#0,"""<c f0df60>Pantalla de confirmación final para volver al huevo.<c>"""
