st_056220_0010#0,"""Maldito maldito<br>tú dañaste mi preciosa belleza"""
st_056220_0020#0,"""¡<%me>!<br>Hay que aprovecharla este momento!"""
st_056220_0030#0,"""¡Hay que separa el Darkz Falz y salva a la pequeña Maru!"""
st_056220_0040#0,"""……！<br>¡Guardian, por favor retroceda!"""
st_056220_0050#0,"""Ahora! Que?<br>Viene de la tierra... ¡Oscuridad! Que?<br>¡Ese poder...!"""
st_056220_0060#0,"""No,<br>la situación es extraña..."""
st_056220_0070#0,"""Qué pasa... ¿Qué es esto? ¿Qué?<br>¡Estoy siendo consumida! ¿Qué?"""
st_056220_0080#0,"""[Apprentice] ha sido atacado?"""
st_056220_0090#0,"""¿No está controlado?"""
st_056220_0100#0,"""Reactivar con Ephimera...<br>¡Lleva al factor Darker!"""
st_056220_0110#0,"""Hay que rescatar a la pequeña Maru, pero acercarnos..."""
st_056220_0120#0,"""Si tienes una forma, solo debemos rescatarla."""
st_056220_0130#0,"""¿Harriet?"""
st_056220_0140#0,"""Guardián, abriré el camino.<br>el resto depende de usted."""
st_056220_0150#0,"""Si esto proviene de Ephimera<br>mi cuerpo es apropiado para resistirlo!"""
st_056220_0160#0,"""Wow, oh no ... ... no ...<br>¿En serio?...... Wow ...<br>En serio me estoy poniendo así..."""
st_056220_0170#0,"""¡No está pasando en serio!<br>¡Esta figura creciente de ti es esta!<br>¡si te molesta, solo quema tus ojos!"""
st_056220_0180#0,"""Detenerlo por un momento!<br>¡No mires!<br>¡No hay forma de ser rescatada en absoluto <br>¡Guardián e sido profanada!"""
st_056220_0190#0,"""Un poco, no luches"""
st_056220_0200#0,"""¿Que sucede?"""
st_056220_0210#0,""" Es verdad,<br>no hay razon para luchar"""
st_056220_0220#0,"""Como ya sabes, yo soy... Dark False [Apprentice].<br>nacida de esta niña"""
st_056220_0230#0,"""[Apprentice] Es considerada como una descendiente<br>Que siguió actuando como lo deseaba como quería<br>La forma del futuro de esta niña."""
st_056220_0240#0,"""Perdí la vida, fui cortada por ti<br>Debería haber desaparecido.<br>Pero..."""
st_056220_0250#0,"""Es por eso.<br>No importa cuánto diga, tú eres yo."""
st_056220_0260#0,"""それが、なんかほんと、利用されるだけ<br>利用されて、消えるなんて……<br>許せないじゃない、アタシとして。"""
st_056220_0270#0,"""Eso es correcto.<br>El solo hecho de usarlo no se adaptará a tu sexualidad。"""
st_056220_0280#0,"""¿Pero me pregunto si entiendes?<br>¿Margaretta?"""
st_056220_0290#0,"""Si vuelvo dentro de ti, volvera a suceder lo mismo de antes."""
st_056220_0300#0,"""Eee...<br>¡Eso no tiene sentido!<br>¿No hay algo que se pueda hacer?"""
st_056220_0310#0,"""hay una manera"""
st_056220_0320#0,"""[Apprentice] aqui"""
st_056220_0330#0,"""ケバ王を取り込む……？<br>守護輝士って、そんなことまで <br>出来ちゃうものなの？"""
st_056220_0340#0,"""正直、アタシたちから見ても<br>気味が悪くてしょうがないわぁ。"""
st_056220_0350#0,"""あの小娘の能力もそうだったけど<br>アンタのは異質を超えた何か、よ。<br>なんでそんなことが出来るのかしら？"""
st_056220_0360#0,"""ま、そういうことだから。<br>さっさと戻ってしまいなさい<br>マルガレータ。"""
st_056220_0370#0,"""急がないと<br>身体と魂が完全に離れて<br>戻れなくなるわよぉ？"""
st_056220_0380#0,"""……最後に<br>アタシに確認したいんだけど。"""
st_056220_0390#0,"""何かしらぁ？"""
st_056220_0400#0,"""アタシには、何が必要だったの？"""
st_056220_0410#0,"""……さあねぇ。<br>自分で考えなさい、おチビさん。"""
st_056220_0420#0,"""……何よ。<br>別にあの子に<br>気を遣ったわけじゃないわよ。"""
st_056220_0430#0,"""アタシには目的がある。<br>アタシを利用した不届き者に<br>鉄槌を下す、っていうね。"""
st_056220_0440#0,"""あの子の身体を奪い取るのと<br>アンタに協力するの、どっちの方が<br>確実で効率が良いか、それだけの話よ。"""
st_056220_0450#0,"""素直じゃない"""
st_056220_0460#0,"""それでいいなら"""
st_056220_0470#0,"""……っ！\u3000うるっさいわねえ！<br>誰に向かってそんな口聞いてるのぉ？"""
st_056220_0480#0,"""なれ合いとかそういうのいらないから。<br>アタシは力を、アンタは身体を<br>互いの目的のために振るうのみ！"""
st_056220_0490#0,"""わかった？\u3000それだけの話よ。"""
st_056220_0500#0,"""……ああもう、話は終わり！<br>さっさと戻りなさい、アンタも！"""
