un_056020_0001#0,"""A.P.241/12/1"""
un_056020_0010#0,"""앗, 파트너.<br>덕분에 유크 누나와 아우로라가<br>무사히 돌아왔어. 고마워."""
un_056020_0020#0,"""그런데 어디 갔었는지도<br>사라진 동안 무슨 일이 있었는지도<br>전혀 말해 주질 않아."""
un_056020_0030#0,"""늘 말이 많은 아우로라도<br>그 이야기만큼은 꺼내려 하지 않고."""
un_056020_0040#0,"""뭐, 무사히 돌아왔으니<br>됐다고 하면 그만이지만……<br>그래도 조금 신경 쓰이거든."""
un_056020_0050#0,"""파트너가 구해 준 거지?<br>그럼 뭔가 알고 있지 않을까<br>싶어서 말이야……"""
un_056020_0060#0,"""아핀.<br>쓸데없는 걸 묻지 마."""
un_056020_0070#0,"""소녀의 비밀을 캐내려 하다니<br>정말 눈치 없지 않아?"""
un_056020_0080#0,"""유크 누나, 아우로라.<br>왜 그렇게까지 꽁꽁 숨기는 거야."""
un_056020_0090#0,"""……알 필요 없는 일이니까."""
un_056020_0100#0,"""그렇게 걱정시켜 놓고<br>상관없다는 것도 너무하지만<br>……이번만큼은 유크 말이 맞아."""
un_056020_0110#0,"""아핀도 분명<br>떠올리고 싶지 않은 일이<br>한두 가지쯤은 있잖아?"""
un_056020_0120#0,"""그거랑 똑같아.<br>숨기는 건 창피해서고."""
un_056020_0130#0,"""아우로라!<br>쓸데없는 소리 하지 마!"""
un_056020_0140#0,"""<%me>！<br>그쪽에서 있었던 일은<br>절대로 입 밖에 내지 마!"""
un_056020_0150#0,"""창피한 일이라니……<br>그렇게 궁금해지는 말만<br>남기고 가지 말라고……"""
name01#0,"""？？？"""
name02#0,"""？？？"""
