un_055010_0001#0,"""A.P.241/11/8"""
un_055010_0010#0,"""킁킁……킁킁……"""
un_055010_0020#0,"""아우로라, 이제 그만 좀 해.<br>너도 한때는 아름다움의 여신을<br>자처했잖아."""
un_055010_0030#0,"""신경 쓰이니까 어쩔 수 없잖아.<br>게다가 난 지나간 과거에 매달리는<br>여자가 아니거든."""
un_055010_0040#0,"""……누가 할 소리인지."""
un_055010_0050#0,"""두 분, 지금 뭘 하시는 거예요?<br>한마디로 말하면 수상한데요."""
un_055010_0060#0,"""이 전 아름다움의 여신님이<br>뭔가를 느꼈는지 수상하게 구는 중이야.<br>짐작 가는 거 없어?"""
un_055010_0070#0,"""짐작 가는 거라고 하셔도……"""
un_055010_0080#0,"""응? 앗, 알았다!<br>이 냄새는 <%me> 쪽이야!<br>이상한 냄새가 나!"""
un_055010_0090#0,"""<%me> 씨한테서요?<br>이상한 냄새 성분은 딱히<br>검출되지 않았는데요……?"""
un_055010_0100#0,"""제대로 검사한 거야?<br>분명 뭔가 있다니까.<br>여자의 직감은 잘 맞아."""
un_055010_0110#0,"""……결국 직감이잖아.<br>구체적으로 어떤 느낌인데?"""
un_055010_0120#0,"""그러니까……<br>그립고 무서운 느낌?"""
un_055010_0130#0,"""뭐?<br>냄새와는 거의 상관없잖아."""
un_055010_0140#0,"""유크, 시끄러워!<br>느낀 그대로 말하면 그렇다고!"""
un_055010_0150#0,"""느낌의 문제라면 여기저기 냄새를<br>따라다닐 필요도 없잖아.<br>그 창피한 행동은 뭐였는데?"""
un_055010_0160#0,"""그, 그건……그러는 편이<br>이것저것 더 잘 느껴진다고!"""
un_055010_0170#0,"""있지, 아우로라.<br>아름다움의 여신이 아니라<br>사실 냄새의 여신이었던 것 아니야?"""
un_055010_0180#0,"""우와, 말했다! 결국 말했어!<br>하면 안 되는 썰렁한 말을!"""
un_055010_0190#0,"""아우로라 씨가 그립고<br>무섭다고 느낄 만한 무언가……"""
un_055010_0200#0,"""포토너와 관련됐나?"""
un_055010_0210#0,"""다크 펄스와 관련됐나?"""
un_055010_0220#0,"""그럴 가능성도 있고<br>다크 펄스와 관련된 것일<br>가능성도 버릴 수 없어요."""
un_055010_0230#0,"""네, 그것도 가능하고<br>아우로라 씨와 관련됐다면<br>포토너일 가능성도 있어요."""
un_055010_0240#0,"""아우로라 씨 자체가 포톤이<br>형태를 이룬 것과 같으니……<br>저쪽 세계와도 관련이 있겠네요."""
