st_056170_0001#0,"""A.P.241/12/1/10:00"""
st_056170_0010#0,"""……어라?<br>이 통신은 엔가 씨한테서 온 건가요?"""
st_056170_0020#0,"""네네, 시에라입니다!<br>무슨 일이세요, 엔가 씨?"""
st_056170_0030#0,"""오, 시에라 씨.<br>마침 <%me> 모습도<br>함께 보이네. 잘됐어."""
st_056170_0040#0,"""이번엔 모처럼 좋은 소식이야.<br>지구에서 실종됐던<br>이즈미 리나를 찾았어."""
st_056170_0050#0,"""실종됐을 때의 기억은 흐릿한 모양이지만……<br>다친 곳도 없고 아주 건강해."""
st_056170_0060#0,"""리나가 이야기를 나누고 싶다더군.<br>상대는 <%me> 그리고 시에라 씨야.<br>연결해도 될까?"""
st_056170_0070#0,"""아, 네.<br>아크스도 알고 계실 테니<br>저희는 괜찮아요."""
st_056170_0080#0,"""고마워.<br>그럼 바꿔 줄게."""
st_056170_0090#0,"""아……저기……그러니까<br>안녕하세요. 이즈미 리나입니다.<br>이번에는 폐를 끼쳐 드려서……"""
st_056170_0100#0,"""아, 이렇게 정중히<br>인사해 주셔서 감사합니다."""
st_056170_0110#0,"""실종됐을 때의 기억이 흐릿한데<br>혹시 자세히 아시는 게 있나요?<br>제가 엄청난 일을 저지르지는 않았나요?"""
st_056170_0120#0,"""저기……엄청난 일이라면<br>구체적으로 어떤 모습이<br>떠오르시나요?"""
st_056170_0130#0,"""……아주 어렴풋하지만요.<br>왠지 제 속을 전부 드러낸 것 같아서<br>너무 부끄러운 느낌이……"""
st_056170_0140#0,"""아……그럼 그게 사실이었군요."""
st_056170_0150#0,"""!? 그렇다면 알고 계시는군요!<br>가르쳐 주세요!<br>제가 대체 무슨 말을 했나요!?"""
st_056170_0160#0,"""외톨이 리나"""
st_056170_0170#0,"""혼자였어"""
st_056170_0180#0,"""윽……!<br>외톨이……혼자……머릿속에서 무언가<br>되살아나고 있어……!"""
st_056170_0190#0,"""아, 아, 아, 아!<br>아, 안 돼요. 돌아오셨다고 해도<br>실종됐던 건 사실이니까요!"""
st_056170_0200#0,"""지금은 무리하거나 떠올리려 하지 말고<br>몸과 마음을 천천히 쉬게 해 주세요.<br>특히 마음을 푹 쉬게 해 주세요."""
st_056170_0210#0,"""그, 그렇게 말씀하시면<br>무슨 일이 있었는지 더 궁금하잖아요!"""
name01#0,"""리나"""
name02#0,"""？？？"""
