name010#0,"""Nazun"""
text010#0,"""では、次のクイズに参ります！"""
text020#0,"""題して、<red>“誰が通ったでしょう”<c>クイズ！"""
text030#0,"""今からエネミーが、木々のあいだを横ぎります。<br>その名前を、お答えください。"""
text031#0,"""それでは、いきますよー！"""
text040#0,"""今、見えたエネミーは、なんだったでしょうか？<br>レッツ、シンキング！"""
text050#0,"""タイムアーップ！"""
text060#0,"""“誰が通ったでしょう”クイズは、これで終了です。<br>次のクイズ会場に移動しましょう！"""
countdown_3#0,"""3"""
countdown_2#0,"""2"""
countdown_1#0,"""1"""
quiz00_01#0,"""なし"""
quiz01_01#0,"""誰が通ったでしょう"""
quiz_correct#0,"""Congratulations!"""
quiz_incorrect#0,"""Bad luck..."""
quiz_select_lizfir#0,"""リザド・フレイ"""
quiz_select_lizice#0,"""リザド・アイス"""
quiz_select_lizthu#0,"""リザド・サンダ"""
quiz_select_sunny#0,"""サニィ"""
quiz_select_moony#0,"""ムーニィ"""
quiz_select_ramsunny#0,"""ラムルサニィ"""
quiz_select_rumysunny#0,"""ルミィサニィ"""
quiz_select_patt#0,"""パット"""
quiz_select_rampatt#0,"""ラムルパット"""
quiz_select_rampatty#0,"""ラムルパッティ"""
quiz_select_flampatt#0,"""フラムパット"""
quiz_select_tinos#0,"""ティノス"""
quiz_select_lavatinos#0,"""ラーヴァティノス"""
quiz_select_sandtinos#0,"""サンドティノス"""
quiz_select_snowtinos#0,"""スノウティノス"""
quiz_select_gardinanlore#0,"""ガーディナン・ロア"""
quiz_select_gardinanwolore#0,"""ガーディナン・ヴォロア"""
quiz_select_spardanlore#0,"""スパルダンＡ・ロア"""
quiz_select_spardanwolore#0,"""スパルダンＡ・ヴォロア"""
quiz_select_spargunlore#0,"""スパルガン・ロア"""
quiz_select_spargunwolore#0,"""スパルガン・ヴォロア"""
quiz_select_signogunlore#0,"""シグノガン・ロア"""
quiz_select_signogunwolore#0,"""シグノガン・ヴォロア"""
quiz_select_gerogero#0,"""ケロゲロ"""
quiz_select_hielgero#0,"""ヒエルゲロ"""
quiz_select_chibetagero#0,"""チベタゲロ"""
quiz_select_pedasword#0,"""ぺダス・ソード"""
quiz_select_pedasgun#0,"""ペダス・ガン"""
quiz_select_gazasaxe#0,"""ガザス・アックス"""
quiz_select_gazasslash#0,"""ガザス・スラッシュ"""
quiz01_answer#0,"""And the answer is...<br><red>リザド・フレイ<c>!"""
quiz02_answer#0,"""And the answer is...<br><red>リザド・アイス<c>!"""
quiz03_answer#0,"""And the answer is...<br><red>リザド・サンダ<c>!"""
quiz04_answer#0,"""And the answer is...<br><red>サニィ<c>!"""
quiz05_answer#0,"""And the answer is...<br><red>ムーニィ<c>!"""
quiz06_answer#0,"""And the answer is...<br><red>ラムルサニィ<c>!"""
quiz07_answer#0,"""And the answer is...<br><red>ルミィサニィ<c>!"""
quiz08_answer#0,"""And the answer is...<br><red>パット<c>!"""
quiz09_answer#0,"""And the answer is...<br><red>ラムルパット<c>!"""
quiz10_answer#0,"""And the answer is...<br><red>ラムルパッティ<c>!"""
quiz11_answer#0,"""And the answer is...<br><red>フラムパット<c>!"""
quiz12_answer#0,"""And the answer is...<br><red>ティノス<c>!"""
quiz13_answer#0,"""And the answer is...<br><red>ラーヴァティノス<c>!"""
quiz14_answer#0,"""And the answer is...<br><red>サンドティノス<c>!"""
quiz15_answer#0,"""And the answer is...<br><red>スノウティノス<c>!"""
quiz16_answer#0,"""And the answer is...<br><red>ガーディナン・ロア<c>!"""
quiz17_answer#0,"""And the answer is...<br><red>ガーディナン・ヴォロア<c>!"""
quiz18_answer#0,"""And the answer is...<br><red>スパルダンＡ・ロア<c>!"""
quiz19_answer#0,"""And the answer is...<br><red>スパルダンＡ・ヴォロア<c>!"""
quiz20_answer#0,"""And the answer is...<br><red>スパルガン・ロア<c>!"""
quiz21_answer#0,"""And the answer is...<br><red>シグノガン・ロア<c>!"""
quiz22_answer#0,"""And the answer is...<br><red>シグノガン・ヴォロア<c>!"""
quiz23_answer#0,"""And the answer is...<br><red>ケロゲロ<c>!"""
quiz24_answer#0,"""And the answer is...<br><red>ヒエルゲロ<c>!"""
quiz25_answer#0,"""And the answer is...<br><red>チベタゲロ<c>!"""
quiz26_answer#0,"""And the answer is...<br><red>ペダス・ソード<c>!"""
quiz27_answer#0,"""And the answer is...<br><red>ペダス・ガン<c>!"""
quiz28_answer#0,"""And the answer is...<br><red>ガザス・アックス<c>!"""
quiz29_answer#0,"""And the answer is...<br><red>ガザス・スラッシュ<c>!"""
