name01#0,"""？？？"""
name02#0,"""ラベルナ"""
pr_049010_0010#0,"""Todos, por favor escuchen atentamente."""
pr_049010_0020#0,"""Este es un continente resucitado por...<br>Se parece a un continente llamado<br>\""Mu\"" o algo similar..."""
pr_049010_0030#0,"""Tal vez... Fue creado a través del conocimiento<br>común de la gente en la Tierra.<br>Oh, uh, dejando a un lado información como esa..."""
pr_049010_0040#0,"""Este es un continente Phantom creado con Ether,<br>reunido a través de la Tierra, por Phantom God."""
pr_049010_0050#0,"""Porque es un phantom, el tipo de cosas<br>que nacieron aquí...<br>Están más allá de mi imaginación."""
pr_049010_0080#0,"""Aún así, el éter sigue emanando,<br>siendo desviados a la parte superior<br>del árbol delante de usted."""
pr_049010_0090#0,"""Si dejas las cosas como estan..<br>No puedo imaginar lo que susedera."""
pr_049010_0100#0,"""Detengamos a Phantom God.<br>Por la gente de la Tierra.<br>Y... Por Mother."""
pr_049010_0110#0,"""Por esa razón,<br>Xiera apoyará a todos lo mejor que pueda!"""
