name01#0,"""？？？"""
msc_013090_0010#0,"""다녀왔어."""
msc_013090_0020#0,"""어서와, 메리. 어라, 손님이야?"""
msc_013090_0030#0,"""...아!\u3000이번에야말로 이루마?"""
msc_013090_0040#0,"""쿠카야. 내 오빠."""
msc_013090_0050#0,"""처음 뵙겠습니다."""
msc_013090_0060#0,"""놀라겠지.<br>우린 다섯 쌍둥이야."""
msc_013090_0070#0,"""다섯 쌍둥이!?"""
msc_013090_0080#0,"""그래, 위에서부터 타이바스에 툴리.<br>그 다음이 이루마에 쿠카, 나."""
msc_013090_0090#0,"""그랬구나..."""
msc_013090_0100#0,"""이곳에는 너희끼리만 사는거야?"""
msc_013090_0110#0,"""네. 부모님은 어렸을 때 돌아가셔서...<br>대신 할아버지가 키워주셨었는데..."""
msc_013090_0120#0,"""그 할아버지도 얼마 전에 돌아가셨어."""
msc_013090_0130#0,"""...그렇...구나."""
msc_013090_0140#0,"""이루마한테 연락은?"""
msc_013090_0150#0,"""무슨 단서는 없을까.<br>그가 갈 만한 곳이라던가."""
msc_013090_0160#0,"""이루마는 남매 중에서도<br>특히 무슨 생각을 하는지 알 수 없으니까..."""
msc_013090_0170#0,"""단지, 요즘 계속 산장에 틀어박혀 연구만 하고 있었어.<br>가끔은 조사할 게 있다고 훌쩍 사라지기도..."""
msc_013090_0180#0,"""그래서 이번에도 처음에는 신경을 안 썼는데..."""
msc_013090_0190#0,"""아무튼 우리도 찾는거 도와줄께."""
msc_013090_0200#0,"""잘됐네. 우리들만으론 곤란하던 참인걸."""
msc_013090_0210#0,"""마음은 고맙지만 폐를 끼칠 수는 없잖아."""
msc_013090_0220#0,"""에...?"""
msc_013090_0230#0,"""가족문제는 우리끼리 어떻게든 해야죠."""
msc_013090_0240#0,"""그래도..."""
msc_013090_0250#0,"""타이바스와 툴리가 밖에 찾으러 갔잖아.<br>괜찮아, 걱정할 필요 없어요."""
msc_013090_0260#0,"""둘은 크바리스 리전에 대해서는<br>구석구석 다 알고 있으니까."""
msc_013090_0270#0,"""게다가 어찌됐던 수색하는데 안내가 필요할거야."""
msc_013090_0280#0,"""둘 다 해가 지기 전까진 돌아올 거야.<br>그러니 여기서 기다려 줘."""
msc_013090_0290#0,"""나는 식사 준비를 할게. 먹고 가."""
msc_013090_0300#0,"""…………。"""
