st_064050_0001#0,"""A.P.242/3/25/10:00"""
st_064050_0010#0,"""Que terrible... ¿Por qué a mi?..."""
st_064050_0020#0,"""¡No digas eso!, ¡Fue un procedimiento médico estándar!"""
st_064050_0030#0,"""¡No puedo creer que sigas moviendote con ese tipo de lesiones!"""
st_064050_0040#0,"""...Lo siento..."""
st_064050_0050#0,"""¡Señorita Matoi Hasta que sus heridas estén completamente curadas, no debes pisar el campo de batalla!"""
st_064050_0060#0,"""¡Tú también!, ¡En qué estabas pensando, corriendo a la Tierra en ese estado!"""
st_064050_0070#0,"""¡Sé que fue una situación de emergencia! Pero..."""
st_064050_0080#0,"""¡Ven al centro médico si estás herid@!, ¿Te queda claro Guaardian?"""
st_064050_0090#0,"""Oh, Dios mío, eso fue un serio regaño."""
st_064050_0100#0,"""Matoi seria mejor tomar un descanso, ¿Sí?"""
st_064050_0110#0,"""Oh, Lisa, has regresado."""
st_064050_0120#0,"""Pelear con una desventaja fue extremadamente divertido, sí."""
st_064050_0130#0,"""Lisa se retiró por que se lo pedi. Si vas a visitar Omega, mi presencia será necesaria."""
st_064050_0140#0,"""Oh, ¿Eres Harriet ahora?... Nunca me doy cuenta de cuando sucede."""
st_064050_0150#0,"""¿Puedes hablar como Lisa?"""
st_064050_0160#0,"""Tendrás que acostumbrarte."""
st_064050_0170#0,"""¿Eh?, ¿Deseas que hable como Lisa?..."""
st_064050_0180#0,"""Umm... Este... Ara ara ara, ¿Que sucede? ...¿Como eso?"""
st_064050_0190#0,"""¿Qué me estás haciendo hacer?"""
st_064050_0200#0,"""En efecto. Si el discurso de Lisa fuera un poco más natural, no te causaría tanta alarma..."""
st_064050_0210#0,"""Bien bien bien, qué falsa acusación. El discurso de Lisa es perfectamente normal... Para Lisa, eso es."""
st_064050_0220#0,"""Ejem... Sí, bueno..."""
st_064050_0230#0,"""あはは……"""
st_064050_0240#0,"""De todos modos, volvamos todos al puente."""
st_064050_0250#0,"""Necesitaremos la cooperación de Alma para viajar a Omega.."""
