st_064120_0001#0,"""A.P.242/3/25/15:00"""
st_064120_0010#0,"""...Así que has partido, Varuna."""
st_064120_0020#0,"""Probablemente lamentaría esto como un resultado decepcionante."""
st_064120_0030#0,"""Pero no te preocupes. Después de todo, estare bien yo sola."""
st_064120_0040#0,"""Desarrollando nuevas armas y sellando mis poderes con una barrera.<br>Es admirable la voluntad de ARKS para no rendirse."""
st_064120_0050#0,"""Mostraré mi respeto por sus esfuerzos con una espectacular batalla final. Por este mundo, por el universo, por toda la historia."""
st_064120_0060#0,"""Soy Shiva, Diosa de la Destruccion. Tengo que provocar la desaparición de todo. Y para ese fin, la eliminación de todos los Photons."""
st_064120_0070#0,"""Es porque compartimos este objetivo, que tú y yo estamos juntos."""
st_064120_0075#0,"""……【深遠なる闇】よ。"""
skit01#0,"""El Salvador Regresa"""
skit02#0,"""Una vez más en tierras extranjeras"""
