st_064060_0001#0,"""A.P.242/3/25/10:30"""
st_064060_0010#0,"""Nuestros cálculos muestran que erigir una barrera en Omega tendrá un efecto adecuado en el mundo exterior. Es un riesgo que vale la pena correr."""
st_064060_0020#0,"""¿Irás?"""
st_064060_0030#0,"""Por supuesto."""
st_064060_0040#0,"""¿Sol@?"""
st_064060_0050#0,"""Yo te acompañaré. Como una vez fui habitante de ese mundo, puedo ser tu guía."""
st_064060_0060#0,"""Te acompañaré, por supuesto. Es de donde soy originalmente, después de todo."""
st_064060_0070#0,"""Hehehehehe, Lisa finalmente podrá experimentar ese lugar Omega."""
st_064060_0080#0,"""Hmmm... Harriet obviamente irá, pero ¿Lisa también podrá ir?"""
st_064060_0090#0,"""Estamos conectadas, por lo que sería posible. Aunque ahora existo allí como espíritu. No debería haber problemas si fuera solo yo..."""
st_064060_0100#0,"""Lisa quiere ver cómo es disparar a los enemigos en Omega. Ella estalla de emoción ante la idea."""
st_064060_0110#0,"""...No puedo eliminar las expectativas de Lisa. Quizás ella podría actuar como una especie de guardia."""
st_064060_0120#0,"""...Solo esperemos que nadie reciba un disparo."""
st_064060_0130#0,"""Entonces supongo que también iré..."""
st_064060_0140#0,"""...Lo siento, segunda generacion. Te quedarás aquí y me ayudarás a enviarlos a Omega."""
st_064060_0150#0,"""¡¿Eh?!"""
st_064060_0160#0,"""Con nuestra situación actual, no es prudente tener a los dos guardianes ausentes al mismo tiempo."""
st_064060_0170#0,"""Además se te ordenó descansar. Entiendo que quieres ayudar, pero esta vez tendrás que quedarte."""
st_064060_0180#0,"""Volveremos pronto."""
st_064060_0190#0,"""Encarguense de todo por mi."""
st_064060_0200#0,"""...Bien. Mantente a salvo."""
st_064060_0210#0,"""Xiera, ve con ellos como su navegadora."""
st_064060_0220#0,"""...Pero el mundo dentro de Omega es un gran desastre. ¿Cómo podré navegar a través de eso?"""
st_064060_0230#0,"""No te preocupes. Omega sigue tal cual como el Guardián lo dejó."""
st_064060_0240#0,"""Mi llegada a este mundo ha sincronizado el flujo del tiempo entre este mundo y el de ellos."""
st_064060_0250#0,"""Entonces estás diciendo que entraremos al mundo gobernado por Marge... Eso no es tranquilizador."""
st_064060_0260#0,"""Bueno... Estoy segura de que Margareta ha tenido bastante éxito... Probablemente."""
skit01#0,"""El Salvador Regresa"""
skit02#0,"""Una vez más en tierras extranjeras"""
