name010#0,"""나즌"""
text010#0,"""자! 드디어 마지막 퀴즈입니다!"""
text020#0,"""이름하여, \""여기가 어딜까요?\"" 퀴즈!"""
text021#0,"""지금부터 표시되는 이미지를 보고, 어디에 설치된<br>류커 디바이스인지 맞춰보세요."""
text030#0,"""주변 풍경을 보고 힌트를 찾아보세요.<br>렛츠 씽킹!"""
text040#0,"""타임 업!"""
text080#0,"""이걸로 모든 퀴즈가 끝났습니다."""
text081#0,"""…는, 잠시만요?"""
text082#0,"""어이쿠!<br>또 다시, 에너미가 행사장에 난입!?"""
quiz00_01#0,"""없음"""
quiz_correct#0,"""축하드립니다!"""
quiz_incorrect#0,"""아쉽네요…."""
quiz01#0,"""여기가 어딜까요?"""
quize01_select1#0,"""크라이아노 절벽"""
quize01_select2#0,"""라카우 해안"""
quize01_select3#0,"""할파나 평원: 동"""
quize01_select4#0,"""할파나 평원: 북"""
quize02_select1#0,"""할파나 평원: 동"""
quize02_select2#0,"""할파나 평원: 북"""
quize02_select3#0,"""마그너스산: 서"""
quize02_select4#0,"""발플로우 대폭포: 서"""
quize03_select1#0,"""마그너스산: 서"""
quize03_select2#0,"""발플로우 대폭포"""
quize03_select3#0,"""라카우 해안"""
quize03_select4#0,"""카나이 섬"""
quize04_select1#0,"""이하나산: 서"""
quize04_select2#0,"""다난 설원: 서"""
quize04_select3#0,"""베르가나 유적: 북"""
quize04_select4#0,"""라트바산: 북"""
quize05_select1#0,"""다난 설원: 서"""
quize05_select2#0,"""미스트라 삼림: 북"""
quize05_select3#0,"""퀴일 산길"""
quize05_select4#0,"""이하나산: 동"""
quize01_answer#0,"""정답은…<br><red>크라이아노 절벽<c>입니다!"""
quize02_answer#0,"""정답은…<br><red>할파나 평원: 동<c>입니다!"""
quize03_answer#0,"""정답은…<br><red>마그너스산: 서<c>입니다!"""
quize04_answer#0,"""정답은…<br><red>이하나산: 서<c>입니다!"""
quize05_answer#0,"""정답은…<br><red>다난 설원: 서<c>입니다!"""
quize06_select1#0,"""마그너스산: 동"""
quize06_select2#0,"""마그너스산: 서"""
quize06_select3#0,"""발플로우 대폭포: 서"""
quize06_select4#0,"""피코트산"""
quize06_answer#0,"""정답은…<br><red>마그너스산: 동<c>입니다!"""
quize07_select1#0,"""라카우 해안"""
quize07_select2#0,"""크라이아노 절벽"""
quize07_select3#0,"""에아리오 타운 흔적"""
quize07_select4#0,"""카나이 섬"""
quize07_answer#0,"""정답은…<br><red>라카우 해안<c>입니다!"""
quize08_select1#0,"""베르가나 유적: 남"""
quize08_select2#0,"""베르가나 유적: 북"""
quize08_select3#0,"""미스트라 삼림: 남"""
quize08_select4#0,"""다난 설원"""
quize08_answer#0,"""정답은…<br><red>베르가나 유적: 남<c>입니다!"""
quize09_select1#0,"""미스트라 삼림: 남"""
quize09_select2#0,"""베르가나 유적: 북"""
quize09_select3#0,"""베르가나 유적: 남"""
quize09_select4#0,"""다난 설원"""
quize09_answer#0,"""정답은…<br><red>미스트라 삼림: 남<c>입니다!"""
quize10_select1#0,"""라트바산: 북"""
quize10_select2#0,"""다난 설원: 서"""
quize10_select3#0,"""베르가나 유적: 북"""
quize10_select4#0,"""이하나산: 서"""
quize10_answer#0,"""정답은…<br><red>라트바산: 북<c>입니다!"""
quize11_select1#0,"""스텟킨 저지대"""
quize11_select2#0,"""모라바 협곡"""
quize11_select3#0,"""사간 산길: 서"""
quize11_select4#0,"""사간 산길: 동"""
quize11_answer#0,"""정답은…<br><red>스텟킨 저지대<c>입니다!"""
quize12_select1#0,"""사간 산길: 동"""
quize12_select2#0,"""모라바 협곡"""
quize12_select3#0,"""사간 산길: 서"""
quize12_select4#0,"""스텟킨 저지대"""
quize12_answer#0,"""정답은…<br><red>사간 산길: 동<c>입니다!"""
quize13_select1#0,"""알디만드 사막"""
quize13_select2#0,"""트리니테스"""
quize13_select3#0,"""달스마블 사막"""
quize13_select4#0,"""가르네르 해안: 동"""
quize13_answer#0,"""정답은…<br><red>알디만드 사막<c>입니다!"""
quize14_select1#0,"""달스마블 사막"""
quize14_select2#0,"""트리니테스"""
quize14_select3#0,"""알디만드 사막"""
quize14_select4#0,"""가르네르 해안: 동"""
quize14_answer#0,"""정답은…<br><red>달스마블 사막<c>입니다!"""
quize15_select1#0,"""가르네르 해안: 서"""
quize15_select2#0,"""스텟킨 저지대"""
quize15_select3#0,"""알디만드 사막"""
quize15_select4#0,"""가르네르 해안: 동"""
quize15_answer#0,"""정답은…<br><red>가르네르 해안: 서<c>입니다!"""
quize16_select1#0,"""아르테라 베이스"""
quize16_select2#0,"""페르사 암릉: 제2"""
quize16_select3#0,"""덱스트 베이스: 제1"""
quize16_select4#0,"""덱스트 베이스: 제2"""
quize16_answer#0,"""정답은…<br><red>아르테라 베이스<c>입니다!"""
quize17_select1#0,"""덱스트 베이스: 제1"""
quize17_select2#0,"""페르사 암릉: 제2"""
quize17_select3#0,"""아르테라 베이스"""
quize17_select4#0,"""덱스트 베이스: 제2"""
quize17_answer#0,"""정답은…<br><red>덱스트 베이스: 제1<c>입니다!"""
quize18_select1#0,"""드라이젠 플랜트: 제2"""
quize18_select2#0,"""드라이젠 플랜트: 제1"""
quize18_select3#0,"""페르사 암릉: 제1"""
quize18_select4#0,"""노이젠 플랜트"""
quize18_answer#0,"""정답은…<br><red>드라이젠 플랜트: 제2<c>입니다!"""
quize19_select1#0,"""페르사 암릉: 제1"""
quize19_select2#0,"""드라이젠 플랜트: 제1"""
quize19_select3#0,"""페르사 암릉: 제2"""
quize19_select4#0,"""노이젠 플랜트"""
quize19_answer#0,"""정답은…<br><red>페르사 암릉: 제1<c>입니다!"""
quize20_select1#0,"""페르사 암릉: 제2"""
quize20_select2#0,"""드라이젠 플랜트: 제1"""
quize20_select3#0,"""페르사 암릉: 제1"""
quize20_select4#0,"""노이젠 플랜트"""
quize20_answer#0,"""정답은…<br><red>페르사 암릉: 제2<c>입니다!"""
