text00#0,"""Battle Arena Admin, Lavernat. Hurry up and ask your questions."""
text01#0,"""Правила боя за эмблемы"""
text02#0,"""Эмблемы"""
text07#0,"""Союзы"""
text03#0,"""Получаемое оружие"""
text12#0,"""Оружие в матчах за рейтинг"""
text05#0,"""Информация о оружии"""
text04#0,"""Боевые области"""
text06#0,"""Общий корабль"""
text09#0,"""Умения"""
text10#0,"""Информация о умениях"""
text99#0,"""Уйти"""
weapon_text1#0,"""Информация о оружии"""
weapon_text2#0,"""Мечи"""
weapon_text3#0,"""Винтовки"""
weapon_text4#0,"""Роды"""
weapon_text5#0,"""Реактивные ботинки"""
weapon_text6#0,"""Луки"""
weapon_text7#0,"""Протазаны"""
weapon_text8#0,"""Парные пистолеты-пулемёты"""
weapon_text9#0,"""Талисы"""
weapon_text10#0,"""Парные клинки"""
weapon_text11#0,"""Парные кинжалы"""
weapon_text12#0,"""Кастеты"""
weapon_text99#0,"""Назад"""
text1#0,"""Информация о оружии"""
text2#0,"""Мечи"""
text3#0,"""Винтовки"""
text4#0,"""Роды"""
text5#0,"""Реактивные ботинки"""
text6#0,"""Луки"""
text7#0,"""Протазаны"""
text8#0,"""Парные пистолеты-пулемёты"""
text9#0,"""Талисы"""
text10#1,"""Парные клинки"""
text11#0,"""Парные кинжалы"""
text12#1,"""Кастеты"""
text99#1,"""Назад"""
text00#1,"""Желаете узнать о основных<br>правилах, да? Прежде всего,<br>пожалуйста, ознакомьтесь<br>с этим."""
text01#1,"""На этом обзор правил завершён.<br>Всё что осталось - отправиться<br>в бой."""
text00#2,"""Желаете узнать по поводу<br>эмблем, да?<br>Прежде всего, пожалуйста,<br>ознакомьтесь с этим."""
text01#2,"""Скорее всего, бои будут<br>сосредоточены в местоположении<br>самых ценных эмблем."""
text02#1,"""Если вы сможете взять эту<br>область под свой контроль,<br>у вас будет большое<br>преимущество. Пожалуйста,<br>не забывайте об этом."""
text00#3,"""Желаете узнать о<br>получении оружия, да?<br>Прежде всего, пожалуйста,<br>ознакомьтесь с этим."""
text01#3,"""Даже если вы получите оружие,<br>которое вам не нравится,<br>попробуйте попользоваться им.<br>Это будет ценным опытом."""
text02#2,"""Даже если вы получите оружие,<br>которое вам не нравится,<br>попробуйте попользоваться им.<br>Это будет ценным опытом."""
text00#4,"""Желаете узнать о<br>боевых областях, да?<br>Прежде всего, пожалуйста,<br>ознакомьтесь с этим."""
text01#4,"""Каждая боевая область имеет<br>свои особенности. Если вы<br>не можете научиться справляться<br>с ними, то вам будет трудно<br>добиться победы."""
text02#3,"""Прежде всего, отправляйтесь и<br>набирайтесь опыта. Продолжайте<br>столько, сколько вам<br>понадобится, чтобы понять."""
text00#5,"""Хорошо. Я больше не буду<br>давать вам советов."""
text01#5,"""Однако учтите, что я всё равно<br>буду рассказывать вам о<br>важных вещах."""
text02#4,"""Если вы решите, что вам нужен<br>совет, не стесняйтесь<br>спрашивать."""
text00#6,"""Желаете узнать о общем<br>корабле, да?<br>Прежде всего, пожалуйста,<br>ознакомьтесь с этим."""
text01#6,"""Люди с других кораблей,<br>могут встретиться вам здесь.<br>Почему бы вам не попробовать<br>пообщаться с ними?"""
text00#7,"""Желаете узнать о умениях, да?<br>Прежде всего, пожалуйста,<br>ознакомьтесь с этим."""
text01#7,"""Все умения имеют мощные эффекты.<br>Эффективно используя их, вы<br>сможете одержать победу в бою."""
text00#8,"""Желаете узнать подробности<br>о умениях, да?<br>Прежде всего, пожалуйста,<br>ознакомьтесь с этим."""
text01#8,"""На поле боя вам понадобятся<br>знания о принципах действия<br>умений, так что постарайтесь<br>запомнить сейчас."""
text00#9,"""Правила боя за эмблемы"""
text0001#0,"""<c ffff00>Бой за эмблемы - режим, в котором соревнуются<br>12 игроков, разделённых на 2 команды (союзы).<c><br><br>В зависимости от того, были ли вы<br>в победившей/проигравшей команде, а также<br>от ваших личных результатов, вы зарабатываете<br>боевые монеты (Battle Coins), которые можно<br>обменять на различные предметы на втором этаже<br>торговой зоны.<br><br><c ff4f3f>※Классы, уровни, экипировка персонажей и прочее<br>временно ограничивается.<c>"""
text0002#0,"""Данный режим ограничен по времени.<br><c ffff00>Побеждает команда, набравшая наибольшее<br>количество очков.<c><br><br>Заработать баллы можно следующими пособами:<br><c ffff00> ・Подбором эмблем<br> ・Победой над игроков вражеской команды<c><br><br>Побеждая игрока, <c ffff00>вы забираете часть его очков<c>.<br>Побеждая наиболее ценных игроков (MVP)<br>помеченных иконками, вы сможете перевесить чашу<br>весов в свою пользу."""
text00#10,"""Эмблемы"""
text0001#1,"""Во время сбора эмблем ваш СОЮЗ будет получать<br>больше очков.<br><br><c ffff00>Эмблемы подбираются автоматически по мере<br>приближения к ним, и через некоторое время<br>они вновь появляются.<c>"""
text0002#1,"""<c ffff00>Есть несколько типов (цветов) эмблем, которые<br>дают соответствующее количество очков.<c><br><br> Того же цвета что и СОЮЗ:       1 очко<br> Цвета вражеского СОЮЗа:  5 очков<br> Радужного цвета:         10 очков<br><br>Можно доминировать, взяв под контроль точку,<br>где появляются радужные эмблемы, и не позволяя<br>подойти к ней вражеской команде."""
text0003#0,"""Кроме того, когда СОЮЗ проигрывает, иногда есть<br>шанс возникновения <c ffff00>Emblem Fever<c><br>(эмблемной лихорадки).<br><br>В это время <c ffff00>радужные эмблемы будут появляться<br>в большом количестве, что даст возможность<br>проигрывающему СОЮЗУ отыграться<c>.<br><br>Это отличный шанс переломить ход боя, но для<br>получения максимальной пользы потребуется<br>большая командная работа."""
