st_061050_0001#0,"""A.P.242/2/15/15:00"""
st_061050_0010#0,"""La investigadora de A.I.S. de la que Sara nos habló debería estar por aquí..."""
st_061050_0020#0,"""あのー……"""
st_061050_0030#0,"""Hmmm, eso es extraño..."""
st_061050_0040#0,"""¡Oh, ya veo, correcto correcto!"""
st_061050_0050#0,"""そのー……"""
st_061050_0060#0,"""Aagh que no funcionará, arruinará su resistencia... Oh, pero entonces puedo usar eso..."""
st_061050_0070#0,"""Auch!<br>¿Que, que<br>Que paso?"""
st_061050_0080#0,"""Hola"""
st_061050_0090#0,"""¿Es usted la que esta a cargo del proyecto A.I.S.?"""
st_061050_0100#0,"""¿Hm? Hmmmmm? Ahhhh, ¡Ya veo!, ¡Qué bueno que te pedi!"""
st_061050_0110#0,"""¡Bienvenido Bienvenido!<br>¿Como te va?<br>Soy Ludmilla de la División de Investigación.<br>Es genial conocerte finalmente, Guardian."""
st_061050_0120#0,"""Esto es un poco repentino, pero me gustaría comenzar el entrenamiento de la operación y los ajustes de inmediato. Podríamos necesitarlos en cualquier momento."""
st_061050_0130#0,"""Espera, Ludmilla. ¿De qué estás hablando?"""
st_061050_0140#0,"""¿Qué más? de A.I.S., por supuesto."""
st_061050_0150#0,"""Me dejaron a cargo del remodelamiento. Ya tengo todos los bits básicos nesesarios. Incluso podrán luchar en el espacio."""
st_061050_0170#0,"""Pero de cualquier manera, ahora mismo son solo en respuesta de una emergencia. Todavía estoy preocupada por algunas de las partes de uso múltiple. Por eso necesito datos en vivo."""
st_061050_0180#0,"""Así que le pedí a Asuntos Generales que me enviara lo mejor de lo mejor para que pilotaran el A.I.S.de prueba. Entonces, ustedes dos aparecieron."""
st_061050_0190#0,"""Eso nos deja con una sola cosa por hacer. Ahora, vamos a seguir adelante. El tiempo no espera a ningún hombre."""
st_061050_0200#0,"""Deben funcionar bien independientemente del piloto, así que tal vez debería agregar algunos módulos y facilitar el control."""
st_061050_0210#0,"""Dependiendo del nivel de mejora en la producción, ¿Puedes pelear con el público en general si eso sucede? Me pregunto si su cuerpo podría manejarlo."""
st_061050_0220#0,"""Tal vez si fortificamos la protección de la cabina? Tengo que hacer algunos cálculos sobre lo que costará."""
st_061050_0230#0,"""Datos en vivo... ¿Entonces solo tenemos que movernos?... No me siento muy cómoda pilotándolos."""
st_061050_0240#0,"""Está bien. He escuchado que <%me> hizo un buen uso del A.I.S. mientras luchaba contra Apprentice."""
st_061050_0250#0,"""Para ARKS, para el futuro y, sobre todo, para mi investigación, cuento con ustedes."""
st_061050_0260#0,"""Bueno, si ya estamos aquí, bien podríamos ayudar. Es un favor de Sara, después de todo."""
name01#0,"""？？？"""
