st_061040_0001#0,"""A.P.242/2/15/11:00"""
st_061040_0010#0,"""¿Hee?, ¿Alma?"""
st_061040_0020#0,"""Ahh, bienvenidos de nuevo a todos... Supongo que terminaste tu reunión."""
st_061040_0030#0,"""Alma, ¿Estás bien? No te ves bien."""
st_061040_0040#0,"""Lo fingiría si pudiera, pero tienes razón."""
st_061040_0050#0,"""Me siento como un estropajo... Tal como solía hacerlo después de pelear. Qué nostálgia..."""
st_061040_0060#0,"""Hmm... Me pregunto si podría haber hecho algo para que esa chica llamada Shiva aparezca..."""
st_061040_0070#0,"""O tal vez todo fue mi culpa... Tuve que mantener esa barrera para detener la absorción de Photons, así que no podía simplemente regresar..."""
st_061040_0080#0,"""¡Ha-ha-ha!, ¡N-no desaparezcas!"""
st_061040_0090#0,"""Ah, está bien. Probablemente no sea tan grave... Aunque no sé si voy a mejorar."""
st_061040_0100#0,"""¡Eso es extremadamente serio!"""
st_061040_0110#0,"""Jajajaja Estar entusiasmada no ayudará... Tengo que tomármelo bien y despacio."""
st_061040_0120#0,"""...Lo siento, ustedes dos. No quiero desaparecer, así que voy a tomar un descanso de la lucha por un tiempo."""
st_061040_0130#0,"""Estas sobrecargada de trabajo"""
st_061040_0140#0,"""Toma un descanso"""
st_061040_0150#0,"""Sí, supongo que tendré que tomarme un tiempo libre."""
