st_061090_0001#0,"""A.P.242/2/17/10:20"""
st_061090_0010#0,"""Contacto de emergencia para todos los ARKS! Lecturas enemigas han aparecido dentro de la Mothership!"""
st_061090_0020#0,"""Estas lecturas no son como las de siempre!, ¡Tenga mucho cuidado y participe solo en grupos grandes!"""
st_061090_0030#0,"""¡La restauración de las funciones de radar llevará algún tiempo!, ¡Todos los miembros, cooperen y estén conscientes de sus alrededores!"""
st_061090_0040#0,"""El Consejo se desplegará a las líneas del frente!, ¡Deben priorizar los movimientos unificados sobre la acción independiente!"""
st_061090_0050#0,"""Xiera! ¿Has oído hablar de Xiao?"""
st_061090_0060#0,"""No es bueno. No estoy recibiendo ninguna respuesta. Ha entrado en el modo de aislamiento."""
st_061090_0070#0,"""Hemos confirmado las lecturas de nuevos enemigos similares a los Darkers dentro de la Mothership, así como a los tres que atacaron la nave ARKS el otro día."""
st_061090_0080#0,"""No hemos podido sentirlos en absoluto hasta ahora, ¡Y simplemente aparecen en nuestras caras!..."""
st_061090_0090#0,"""Está bien, Xiera... Estoy seguro de que lo lograremos, de alguna manera."""
st_061090_0130#0,"""Lo haremos, Matoi"""
st_061090_0140#0,"""Dejanoslo a nosotros"""
st_061090_0100#0,"""<%me>……。"""
st_061090_0110#0,"""...Sí tienes razón. los apoyaré Guardianes. Ese es mi deber!"""
st_061090_0120#0,"""Estamos experimentando alguna pérdida de función debido a su ataque a la Mothership... ¡Pero te respaldaré lo mejor que pueda!"""
skit01#0,"""La Desaparición trae Desesperación"""
skit02#0,"""La desesperación traída por la desaparición"""
