st_048080_0001#0,"""A.D.2028/4/25/11:30"""
st_048080_0010#0,"""저번에 왔던 어스 가이드 본부 안쪽에<br>이런 곳이 있었다니…… 몰랐어."""
st_048080_0020#0,"""어스 가이드 멤버 중에 알고 있던 녀석은<br>거의 없겠지."""
st_048080_0030#0,"""꽤나 내려왔는데 이거<br>지구 안쪽으로 들어가고 있는 거지?"""
st_048080_0040#0,"""좌표 수치상으론 그렇게 되네요.<br>어디까지 내려갈지는 불명입니다."""
st_048080_0050#0,"""지구 안은 뭔가 엄청나게 뜨겁다고<br>들은 적 있는데……<br>우, 우리는 괜찮을까?"""
st_048080_0060#0,"""좀처럼 가기 힘든 곳이야"""
st_048080_0070#0,"""무서우면 돌아가는 게 나아"""
st_048080_0080#0,"""……백전연마신 분은 말하는 것부터 다르네요!<br>좀처럼 가기 힘든 곳은 맞긴 한데요!"""
st_048080_0090#0,"""돌아갈 수 있으면 돌아가고 싶지만<br>……뭔가 이제, 봐요<br>그럴 분위기가 아니라고요."""
st_048080_0100#0,"""……그러고 싶은 마음은 굴뚝 같지만<br>저거, 저거, 저기요."""
st_048080_0110#0,"""<%me>가 본 환창종……<br>즉 저건 여기 있던<br>어스 가이드 멤버의 말로라는 건가."""
st_048080_0120#0,"""히츠기, 코오리, 너희는 물러나있어.<br>저런 걸 상대하는 건 우리 역할이다."""
st_048080_0130#0,"""들리지, 코오리……<br>저 사람들이 괴로워하는 소리가."""
st_048080_0140#0,"""저 사람들은 이미 여기에 없지만……<br>계속 괴로워하고 있어."""
st_048080_0150#0,"""……응, 들려, 히츠기.<br>나한테도 확실히 들려."""
st_048080_0160#0,"""마치 우리한테<br>호소하는 것만 같아……"""
st_048080_0170#0,"""이 손의 무장은 모든 것을 구하기 위한 것."""
st_048080_0180#0,"""목숨은 구할 수 없어도, 그 마음을 구하기 위해서<br>……나는 싸운다!"""
st_048080_0190#0,"""……히츠기가 전부 짊어지게 하진 않아!<br>나도 함께 싸울테니까!"""
st_048080_0200#0,"""……너희들."""
st_048080_0210#0,"""……기다리고 있어라, 아뎀.<br>네놈을 반드시 후려패줄테니까 말이야."""
skit01#0,"""God's awaking"""
skit02#0,"""세계 종언의 구현"""
