st_048120_0001#0,"""A.D.2028/4/25/14:00"""
st_048120_0010#0,"""아뎀!"""
st_048120_0020#0,"""엔가, 그리고 여러분. 빨리 왔네.<br>생각보다 도움이 안되는걸, 오피엘.<br>……뭐, 상관 없지."""
st_048120_0030#0,"""……움직이지 말라고, 아뎀.<br>일단은 한 대 패줄테니까."""
st_048120_0040#0,"""와, 여태 본 적 없을 정도로<br>엄청 험악하네, 엔가.<br>그렇게 나를 막고 싶은 거야?"""
st_048120_0050#0,"""……당연하지.<br>네가 하려는 짓은 여태까지의<br>인류의 역사 모두를 부정하는 거잖아!"""
st_048120_0060#0,"""그런 걸, 네 그러신가요, 하고<br>받아들일 수 있는 녀석이 있을 거라 생각하냐!"""
st_048120_0070#0,"""할 수 있고 없고가 문제가 아니라<br>해야만 하는 일이야, 엔가."""
st_048120_0080#0,"""사람이 다음 단계로 진화하기 위해서……<br>이 별의 세계 재편을 위해서<br>또 한 번의 창조가 필요한 거야."""
st_048120_0090#0,"""제멋대로인 말을……!<br>지금을 살아가는 사람들을 어떻게 할 셈이야!"""
st_048120_0100#0,"""진화에는 희생이 따르는 법이야.<br>그건 당연한 거잖아?"""
st_048120_0110#0,"""진화를 위한 희생……<br>……저런 괴물을 만드는 게<br>네가 하고 싶었던 일이냐?"""
st_048120_0120#0,"""새로운 세계에 버틸 수 있는 모습을 창조하니<br>저렇게 되었을 뿐인 거야.<br>딱히 나쁜 것도 아니지. 저것도 진화야."""
st_048120_0130#0,"""저런 형태의 진화 따윈 아무도<br>바라지 않아. 그걸 진화라 할 수 있어?"""
st_048120_0140#0,"""……남매가 쌍으로 이해를 못하시네요, 히츠기 씨.<br>바라고 말고가 아니라, 해야만 하는 일이라고<br>말씀드렸을텐데요."""
st_048120_0150#0,"""어째서 그렇게까지 진화를 목표로……?"""
st_048120_0160#0,"""반대로 당신들은 이 세계의 어디에<br>희망이 있다는 거죠?"""
st_048120_0170#0,"""인류는 서로 다투고, 세계를 멸망시키는 기술만<br>진화하고, 뜻하지 않게 얻은 세계 재편의 씨앗도<br>마찬가지로 투쟁에만 소비하는 어리석음."""
st_048120_0180#0,"""기나긴 시간을 봐왔지만……<br>이미 어찌 할 방도가 없는 때가 온 겁니다.<br>이 세계는. 인류는."""
st_048120_0190#0,"""이 정체된 세계를 밀어 나아가기 위해……<br>걸맞는 장소를 준비해 창세의 신을 강림시킨다.<br>……그렇게 지구는 진화한다."""
st_048120_0200#0,"""구현무장도, 환창종도 세세한 일.<br>에테르에 의한 구현의 극치……<br>그것은 예로부터 행해온, 신의 강림."""
st_048120_0210#0,"""그리고 만들어낸 신의 손으로<br>세계 재편을 맞이하고……<br>……다시 미래로 걸어가기 시작한다."""
st_048120_0220#0,"""……미래를 향한 길은 스스로 여는 거다.<br>누가 어떻게 해주는 게 아니라고<br>아뎀!"""
st_048120_0230#0,"""이해하지 못해주니 안타까워, 엔가.<br>결국, 우리도 벗어날 수 없는 거구나.<br>항상 서로 다퉈야하는 인류의 저주로부터."""
st_048120_0240#0,"""……자 시작하자.<br>처음이자 마지막인, 내 싸움을."""
line01#0,"""여기까지의 퀘스트 진행을 기록했습니다."""
