name01#0,"""？？？"""
name02#0,"""Сиерра"""
pr_049010_0010#0,"""Все, пожалуйста,<br>выслушайте внимательно."""
pr_049010_0020#0,"""Это континент, воскрешенный<br>посредством воплощения. Чем-то<br>напоминает континет \""Му\"" или<br>ему подобный..."""
pr_049010_0030#0,"""Возможно...<br>Он был создан благодаря общим<br>познаниям людей о Земле.<br>...Дааавайте оставим подобную<br>информацию на потом..."""
pr_049010_0040#0,"""Этот Фантомный континент,<br>созданный Эфиром, собранным<br>со всех концов Земли,<br>для Бога фантомов."""
pr_049010_0050#0,"""Поскольку он фантомный,<br>всё созданное здесь... находится<br>за пределами моего понимания."""
pr_049010_0080#0,"""Даже в этот момент Эфир<br>по-прежнему собирается<br>и перекачивается на вершину<br>гиганского дерева перед вами."""
pr_049010_0090#0,"""Если оставить всё, как есть...<br>Могут быть созданны более<br>невообразимые вещи,<br>чем этот континент."""
pr_049010_0100#0,"""Остановим же Бога фантомов.<br>Для людей Земли.<br>И... для Матери."""
pr_049010_0110#0,"""И по этой причине,<br>я - Сиерра<br>буду поддерживать вас всем,<br>чем смогу!"""
