st_054135_0001#0,"""A.P.241/10/20/11:00"""
st_054135_0010#0,"""신체 검사 결과가 나왔어.<br>특별한 이상은 없어."""
st_054135_0020#0,"""【거구】 같은 모습이 됐다는<br>말을 듣고 긴장했지만<br>수치는 오히려 안정됐어."""
st_054135_0030#0,"""다커 인자를 사용하니까<br>안정되는 걸지도 몰라."""
st_054135_0040#0,"""그럼 이 원리를 분석해서<br>누구나 쓸 수 있게 만들면……!"""
st_054135_0050#0,"""하지만 애초에 어떻게<br>그 능력을 얻었는지부터<br>알 수 없잖아."""
st_054135_0060#0,"""……말씀하신 대로입니다."""
st_054135_0070#0,"""……능력은 계속 분석하기로 하고<br>오메가의 상황도 생각해 보자."""
st_054135_0080#0,"""보고를 그대로 믿는다면<br>거의 혼자 달려가서<br>황제를 쓰러뜨린 셈이네."""
st_054135_0090#0,"""……아무렇지 않게 말하지만<br>그거 상당히 힘든 일 아니야?<br>내 감각이 이상한 건가?"""
st_054135_0100#0,"""아니, 알마. 그 감각이 맞아.<br>굳이 따지자면<br>수호휘사가 이상한 거야."""
st_054135_0110#0,"""그, 그렇지 않아!<br>수호휘사는 평범해!"""
st_054135_0120#0,"""참고로 마토이.<br>마토이도 이상한 쪽에 들어가."""
st_054135_0130#0,"""너무해!<br>하지만 그렇다면 알마 씨도……!"""
st_054135_0140#0,"""난 전투력이 높지 않아.<br>그런 걸 잘한 건<br>클라리스 클레이스 쪽이었으니까."""
st_054135_0150#0,"""【거구】를 행성에 봉인한 것도<br>이상하다고밖에 할 수 없는데……<br>그건 클라리스 클레이스가 주도했어?"""
st_054135_0160#0,"""아니, 그건 내가 한 짓이야.<br>쓰러뜨려도 끝이 없어서<br>봉인할 수밖에 없었거든."""
st_054135_0170#0,"""솔직히 그 자리에서 떠올라<br>해 본 거나 다름없어서<br>이야, 잘돼서 다행이었지."""
st_054135_0180#0,"""……세 사람 다 이상하다.<br>이게 결론이네."""
st_054135_0190#0,"""그 이야기는 잠시 접어 두고<br>블랙홀은 어떻게 됐나요?"""
st_054135_0200#0,"""두 사람의 보고가 들어올 무렵부터<br>블랙홀이 커지는 속도가 느려졌어."""
st_054135_0210#0,"""응. 두 사람을<br>조금 더 쉽게 끌어낼 수 있게 됐어."""
st_054135_0220#0,"""수치로나 느낌으로나<br>효과는 확실히 나타나는 모양이야."""
st_054135_0230#0,"""……좋아!<br>그럼 오메가에서 계속<br>열심히 활동하면 분명!"""
st_054135_0240#0,"""둘 다.<br>의욕이 넘치는 건 좋지만<br>……무리만은 하지 마."""
st_054135_0250#0,"""무슨 걱정이라도 있어?"""
st_054135_0260#0,"""마토이야말로 무리하는 거 아니야?"""
st_054135_0270#0,"""걱정되는 건 아닌데<br>……뭐라고 해야 할까.<br>조금 마음에 걸리는 게 있어."""
st_054135_0280#0,"""무리하는 건 아니지만<br>조금 마음에 걸리는 게 있어."""
st_054135_0290#0,"""알마 씨를 도와<br>포톤을 만지다 보면<br>……뭔가 느껴져."""
st_054135_0300#0,"""모두와도<br>다커와도 다른 이상한 느낌.<br>이상하게 조작되고 있다는 느낌이."""
st_054135_0310#0,"""……아쉽지만 나도<br>샤오도 그건<br>알지 못해."""
st_054135_0320#0,"""하지만 2대째가 그렇게 느낀다면<br>분명 좋지 않은 일이 있는 거겠지.<br>우리가 상상도 못 한 모습으로 말이야."""
st_054135_0330#0,"""펄스 휴날이 나타난 것도 예상 밖이었어.<br>그리고 다크 펄스의 힘을 이용한<br>새로운 능력도……"""
st_054135_0340#0,"""……그러니 부디 조심해.<br>둘이 쓰러지면<br>아무 소용 없으니까."""
st_054135_0350#0,"""그러게, 수호휘사가 너무<br>무리하면<br>2대째가 걱정하다 쓰러질 거야."""
st_054135_0360#0,"""아, 아하하……<br>그 정도까지는 아닐 것 같지만."""
st_054135_0370#0,"""그러니까……정말 조심해."""
skit01#0,"""The Rebellion to Elder"""
skit02#0,"""목숨을 건 반역"""
