st_054060_0001#0,"""A.P.241/10/15/11:00"""
st_054060_0004#0,"""하앗!"""
st_054060_0008#0,"""이걸로!"""
st_054060_0010#0,"""이걸로 끝난 걸까……?"""
st_054060_0020#0,"""후우, 기분 탓인가……<br>왠지 오늘 적은<br>유난히 강했던 것 같은데……"""
st_054060_0030#0,"""후후후후후.<br>그건 아마도 어쩌면 틀림없이<br>기분 탓이 아닐 거예요오."""
st_054060_0040#0,"""어, 리사 씨?"""
st_054060_0050#0,"""네네, 리사입니다. 안녕하세요오.<br>수호휘사 두 분이 사이좋게 출격하셨다니<br>제법 큰일이었나 보네요오."""
st_054060_0060#0,"""아, 우리는 마침<br>함교에 있었으니까……<br>그보다 기분 탓이 아니라니?"""
st_054060_0070#0,"""적님 말이에요오.<br>한마디로 하자면 단단했네요오.<br>두 마디라면 강하고 단단했어요."""
st_054060_0080#0,"""리사는 다커 여러분을<br>언제나 쏘고 쏘고 또 쏘고<br>있으니까 알아요."""
st_054060_0090#0,"""방금 나타난 저건 달라요.<br>지금까지의 다커보다 확실히<br>강하고 단단하고 이상했어요오."""
st_054060_0100#0,"""게다가 게다가, 침입 규모에 비해<br>경보가 울린 것도 너무 늦었네요오."""
st_054060_0110#0,"""방금 이 사태, 어쩌면<br>아무도 예상하지 못한 게<br>아닐까요오?"""
st_054060_0120#0,"""저기, 리사 씨……<br>뭔가 알고 있어?"""
st_054060_0130#0,"""리사는 벌어진 일밖에 몰라요.<br>적의 힘도, 나타난 방식도 이상해요.<br>리사가 아는 건 그뿐이에요."""
st_054060_0140#0,"""그럼그럼, 리사는 조금 더<br>이 보기 드물고 강한 다커님과<br>놀다 올게요오. 후후후후후."""
st_054060_0150#0,"""<%me> 씨, 마토이 씨.<br>전황은 가라앉은 것 같아요.<br>함교로 돌아와 주시겠어요?"""
skit01#0,"""The Influence"""
skit02#0,"""저쪽 세계와 이쪽 세계"""
