st_054062_0001#0,"""A.P.241/10/15/11:30"""
st_054062_0010#0,"""둘 다, 어서 와.<br>덕분에 피해를 최소한으로 줄였어."""
st_054062_0020#0,"""하지만 샤오.<br>거기 나타난 다커는……"""
st_054062_0030#0,"""이쪽에도 자료가 모이고 있어.<br>반응을 봐도 다커가<br>강해진 건 분명해."""
st_054062_0040#0,"""문제는 그 원인인데요……"""
st_054062_0050#0,"""이것도 오메가의 영향이야?"""
st_054062_0060#0,"""원인은 알아냈어?"""
st_054062_0070#0,"""……아직 확실히 말할 수는 없지만<br>다른 원인은 생각하기 어려운 상황입니다."""
st_054062_0080#0,"""알아냈다기보다는<br>그것밖에 없는 것 같다는 느낌이에요."""
st_054062_0090#0,"""그것밖에 없다니<br>이것도 오메가의 영향인 거야?"""
st_054062_0100#0,"""저 블랙홀이 커지는 것과<br>다커가 강해지는 데 연관이 있다는<br>계산 결과가 나왔어."""
st_054062_0110#0,"""블랙홀이 빨아들인 것을<br>【심원의 어둠】이 먹고 있다고<br>생각하는 게 가장 자연스러울까."""
st_054062_0120#0,"""그래. 블랙홀 자체에<br>【심원의 어둠】이 붙어 있다고<br>본다면 불가능한 이야기는 아니야."""
st_054062_0130#0,"""【심원의 어둠】은 모든 것을 잠식해.<br>무엇이 상대든<br>그 성질은 똑같겠지."""
st_054062_0140#0,"""블랙홀이 빨아들인 것을<br>먹이로 삼아 스스로 계속 강해지고 있어."""
st_054062_0150#0,"""그 영향이 권속인 다커에게도<br>나타나기 시작했다는 건가……"""
st_054062_0160#0,"""……이거 생각보다<br>위험한 상황 아닐까?"""
st_054062_0170#0,"""블랙홀이 빨아들이는<br>에너지는 어마어마해.<br>언젠가는 손쓸 수 없게 될 거야."""
st_054062_0180#0,"""……그 전에 우리가<br>오메가를 어떻게든 해야겠네요."""
skit01#0,"""The Influence"""
skit02#0,"""저쪽 세계와 이쪽 세계"""
