name01#0,"""？？？"""
name02#0,"""내레이션"""
pr_054020_0010#0,"""지금이야말로 검의 계약을 이룰 때!<br>……붉은 사룡이여, 깊은 땅속에서 잠들어라!"""
pr_054020_0020#0,"""숙부님……"""
pr_054020_0030#0,"""……아리사.<br>폐를 끼쳤구나."""
pr_054020_0040#0,"""선왕께, 루서 님과 하리엣 님께……<br>그리고 쿠엔트 백성에게도……<br>……아무리 후회해도 모자라구나."""
pr_054020_0050#0,"""언제부터였을까……<br>계속 악몽을 꾸고 있었다.<br>끝나지 않는 악몽을."""
pr_054020_0060#0,"""그 악몽에서 깨워 준 건<br>아리사…… 그리고 수호휘사였어.<br>……진심으로 감사한다."""
pr_054020_0070#0,"""악몽을 꾸게 되었다…….<br>루츠 씨는…… 누군가에게<br>이용당한 걸까요?"""
pr_054020_0080#0,"""……이제는 알 수 없습니다."""
pr_054020_0090#0,"""……하지만 이걸로 숙부님의 영혼은<br>붉은 사룡에게서 풀려났습니다.<br>악몽에서도 벗어나게 해 드렸습니다."""
pr_054020_0100#0,"""감사합니다.<br>……숙부님을 풀어 주셔서."""
pr_054020_0110#0,"""하지만 붉은 사룡은 사라지지 않았습니다.<br>검도 그렇게 말하고 있습니다."""
pr_054020_0120#0,"""에피메라의 영향으로 부활했다면<br>세상에 그 영향이 남아 있는 동안은<br>언제 다시 살아나도 이상하지 않습니다."""
pr_054020_0130#0,"""……저는 이곳에서 계속 지켜보겠습니다.<br>그것이 제가 할 수 있는<br>책임을 다하는 방법입니다."""
pr_054020_0140#0,"""……아리사 씨.<br>너무 무리하지 마세요."""
pr_054020_0150#0,"""……알고 있습니다.<br>저 혼자 할 수 있는 일은 많지 않고<br>무엇보다……"""
pr_054020_0160#0,"""제게는 믿음직한 벗……<br>수호휘사가 있으니까요."""
