Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 3 /mn2 Leader, it's you! Can you help us fight these enemies? It's tough with just the two of us..."""
Success#1,"""/ci1 2 /mn15 That's the last of them! Thank you for helping us, Leader. I'm really grateful!"""
Failure#1,"""Ha... Ha... This was all I could do...<br>S-sorry... Leader..."""
Dead#1,"""Ha... Ha... I'm sorry...<br>I'm just holding you back..."""
BuddyDead#1,"""Annette, are you alright?! Leader and I will handle the rest!"""
