Begin#0,"""開始5150"""
Success#0,"""成功5150"""
Failure#0,"""失敗5150"""
Dead#0,"""自分死亡5150"""
BuddyDead#0,"""相手死亡5150"""
Evolution#0,"""発展5150"""
Begin#1,"""/ci1 2 ...They'd have to be mad to be in love with you. Stop being an idiot and concentrate on fighting for once.<br>Excuse me, could you help us?"""
Success#1,"""/ci2 2 I hear six feet underground is nice this time of year...<br>Sorry about that. Thank you for your help."""
Failure#1,"""I can't argue with that.<br>Patty wasn't talking too much, was she? Sorry for the inconvenience..."""
Dead#1,"""Ah... Patty's chattering is finally fading away..."""
BuddyDead#1,"""Oh, Patty...<br>You were thinking about the sea instead of focusing, weren't you. Take it easy for a bit."""
