st_061120_0001#0,"""A.P.242/2/17/12:00"""
st_061120_0010#0,"""... Говоря об этом, почему Риса видит движения врага?"""
st_061120_0020#0,"""Хихихихихи.<br>Риса видит их своими глазами."""
st_061120_0030#0,"""?"""
st_061120_0040#0,"""Все в ARKS слишком зависят от<br>фотонов. Пологаются больше, чем<br>на свои собственные глаза."""
st_061120_0050#0,"""Даже если не видно цель, разве<br>нельзя положиться на радар<br>и атаковать?<br>Можно же."""
st_061120_0060#0,"""Все чувствовали фотоны,<br>и думали, что видят собственными<br>глазами, потому видели движения."""
st_061120_0070#0,"""Только вот теперь, вражеские<br>фотоны не видны."""
st_061120_0080#0,"""И наоборот,<br>они могут видеть наши фотоны.<br>Конечно же вы не можете<br>поспевать за их движениями."""
st_061120_0090#0,"""Другими словами, вы ничего<br>не можете с ними поделать."""
st_061120_0100#0,"""Тогда мы никогда не сможем<br>бороться с ними нормально?.."""
st_061120_0110#0,"""Если вы обнаружите некую<br>технологию, превосходящую<br>вражескую, разве вы не сможете<br>сражаться как обычно."""
st_061120_0120#0,"""Кроме того, есть люди в ARKS,<br>кроме Рисы, которые могут<br>сражаться, не полагаясь<br>на фотоны."""
st_061120_0130#0,"""Это..."""
st_061120_0140#0,"""...пришла таки."""
st_061120_0150#0,"""Барышня, ты одна?"""
st_061120_0160#0,"""Встретилась со мной и без<br>фотонов? Похоже ты меня<br>недооцениваешь."""
st_061120_0170#0,"""Кто кого ещё недооценивает."""
st_061120_0180#0,"""...?<br>Может ли быть..."""
st_061120_0190#0,"""Ты не используешь фотоны?"""
st_061120_0200#0,"""Ещё как!<br>У меня нет фотонов!<br>Я не полагаюсь на ощущения<br>или что-то ещё!"""
st_061120_0210#0,"""Ваша способность поглощать<br>фотоны против меня бесполезна!"""
st_061120_0220#0,"""...!"""
st_061120_0230#0,"""Кто знал, что это проклятие<br>пригодится в конце концов?.."""
st_061120_0240#0,"""Я никогда его не прощу...<br>Но Лютер, конечно, иногда<br>может быть полезен!"""
st_061120_0250#0,"""Получай!"""
st_061120_0260#0,"""Аах?!"""
st_061120_0270#0,"""...Хахаха, хахахахаха."""
st_061120_0280#0,"""Барышня.<br>Что ты сказала сейчас?"""
st_061120_0290#0,"""Если я не ошибаюсь, то ты<br>произнесла очень интересное имя."""
st_061120_0300#0,"""Что это...<br>Это очень плохо..."""
