st_061140_0001#0,"""A.P.242/2/17/14:00"""
st_061140_0010#0,"""Ульк, почему...?"""
st_061140_0020#0,"""Почему мы отступили?"""
st_061140_0030#0,"""Мы должны отомстить за Сяо."""
st_061140_0040#0,"""Я знала, что вы двое<br>отреагируете так."""
st_061140_0050#0,"""У меня был выбор между<br>Материнским кораблём...<br>между Сяо и вами двумя...<br>И я выбрала вас."""
st_061140_0060#0,"""И я твердо верна этому решению.<br>Сяо сделал бы то же самое."""
st_061140_0070#0,"""Родственница Сяо.<br>Сара, так?<br>Ты видишь меня сейчас?"""
st_061140_0080#0,"""...кто?"""
st_061140_0090#0,"""Я - Алма.<br>Первая Кларисс Крейс."""
st_061140_0100#0,"""Я была рядом, когда ты пришла<br>сюда раньше, но ты не смогла<br>меня увидеть."""
st_061140_0110#0,"""...но теперь ты можешь.<br>Ты знаешь почему?"""
st_061140_0120#0,"""...из-за силы Сяо?"""
st_061140_0130#0,"""Да.<br>Сила Сяо теперь с тобой.<br>Сяо спит внутри тебя."""
st_061140_0140#0,"""Его сила слишком велика для<br>тебя. Если он проснется, это<br>уничтожит тебя...<br>потому он сейчас спит."""
st_061140_0150#0,"""Я... чувствую...<br>...Сяо внутри себя."""
st_061140_0160#0,"""Соберитесь все!"""
st_061140_0170#0,"""Сиерра, как ты думаешь, почему<br>Сяо распространил свою власть?"""
st_061140_0180#0,"""Матои! <%me>!<br>Все было бы бессмысленно,<br>если бы вы погибли там!<br>Вы должны посмотреть на общую<br>картину!"""
st_061140_0190#0,"""С-Сара?"""
st_061140_0200#0,"""... Это то, что Сяо сказал бы.<br>Эти чувства вспыхнули внутри<br>меня."""
st_061140_0210#0,"""И он определенно сказал бы это.<br>\""Не в моей природе<br>оставаться мертвым.\"""""
st_061140_0220#0,"""...похоже на его слова."""
st_061140_0230#0,"""...Сяо всегда ненавидел<br>проигрывать."""
st_061140_0240#0,"""Сиерра, ты можешь связаться<br>со всеми другими кораблями?<br>Известно ли нам общее<br>состояние ARKS?"""
st_061140_0250#0,"""Ах, да!<br>Все корабли в настоящее время<br>находятся в автономном режиме!"""
st_061140_0260#0,"""Это текущее состояние ARKS.<br>Все корабли разбросаны, но мы<br>подтвердили присутствие всех<br>членов Совета."""
st_061140_0270#0,"""Операторы ARKS проверяют<br>численность персонала прямо<br>сейчас. У нас все должны быть<br>на месте в течение часа."""
st_061140_0280#0,"""Сяо предвидел этот исход...<br>Вот почему он понизил<br>собственную ответственность,<br>гарантируя, что ARKS будет<br>функционировать без него."""
st_061140_0290#0,"""Но, это слишком плохо для тебя,<br>Сяо. Мы пока не позволим тебе<br>уйти в отставку."""
st_061140_0300#0,"""Сиерра, смени курс!<br>Мы направляемся на планету<br>Амдуския."""
st_061140_0310#0,"""Амдуския?"""
st_061140_0320#0,"""Последнее что сказал мне Сяо:<br>\""Направляйтесь в Амдускию.\"""""
st_061140_0330#0,"""Я знаю, мы найдем ключ там.<br>Ключ к выходу из этой тупиковой<br>ситуации."""
skit01#0,"""The Demise Brings Despair"""
skit02#0,"""Отчаяние, принесённое Богиней Конца"""
