name01#0,"""???"""
name02#0,"""???"""
ra_037010_0001#0,"""A.P.239/3/24"""
ra_037010_0010#0,"""Matoi... disappeared.<br>We're currently searching for her."""
ra_037010_0020#0,"""But even if we find her,<br>there's nothing we can do."""
ra_037010_0030#0,"""Please... just take a rest. That's all you can for now."""
ra_037010_0040#0,"""Ugh, it's so painful when you're too close to people..."""
al_030020_0010#0,"""……ええっと、さ。<br>これ、振り返ってみてるってのは<br>わかってるんだけど、さ。"""
al_030020_0020#0,"""辛かったよね、これ。<br>守りたいと思っていた人に<br>守られて……って。"""
al_030020_0030#0,"""……いや、わたしも、か。<br>わたしも、ギーくんたちをあなたと<br>同じ気持ちにさせちゃったんだろうな。"""
al_030020_0040#0,"""わたしはそれがベストだと思ってたけど<br>ギーくんたちにとってはそうじゃない。<br>……正解がないから、難しい。"""
al_030020_0050#0,"""うん、反省はいったんおいておこう。<br>きりがなくなっちゃうし<br>色々なこと、振り返らないと。"""
al_030020_0060#0,"""黒の民は、全て【双子】に滅ぼされてて<br>その【双子】の内的宇宙の中に<br>ルーサーがいて、協力してくれて……"""
al_030020_0070#0,"""……整理するにも<br>オメガの状況並に無茶苦茶だね。"""
al_030020_0080#0,"""無垢で、手段を選ばないからこそ<br>一番やっかいだね、【双子】は。"""
al_030020_0090#0,"""そして、最後の時までその目的は<br>【深遠なる闇】の復活だった。<br>己を喰らわせて、それを成し遂げた。"""
al_030020_0100#0,"""全てが目論見通りってわけじゃない<br>だろうけど、結果としては目的達成。<br>してやられちゃった。"""
al_030020_0110#0,"""……でも、まだ歴史は続いてる。<br>今ここがあるということは<br>この先に、希望があるはず。"""
al_030020_0120#0,"""どんな答えが待ってるのか。<br>見せてね、最後まで。"""
