name01#0,"""？？？"""
name02#0,"""？？？"""
st_010310_0010#0,"""Se ha formado una nueva Matter Board. Esto es evidencia de que sus acciones han tenido consecuencias favorables."""
st_010310_0020#0,"""Nosotros debemos expresar nuestra gratitud."""
st_010310_0030#0,"""Sabemos que lo que le pedimos es difícil."""
st_010310_0040#0,"""Y sin embargo, han superado nuestras expectativas. Debo darle las gracias."""
st_010310_0090#0,"""Y perdóname por tener que depender de ti."""
al_010040_0010#0,"""Lillipans, de el planeta Lillipa... Antes cuando estaba viva, ese planeta aun no había sido descubierto."""
al_010040_0020#0,"""La civilisación que originalmente existia en Lillipa fue aparentemente destruida hace mucho tiempo, pero parece que los Lillipans subrevivieron."""
al_010040_0030#0,"""...Bueno, en cualquier caso, los Lillipans son tan peluditos. ¡Yo solo quiero tocarlos!, ¡Es realmente una pena que no tenga un cuerpo!"""
al_010040_0040#0,"""Dejando de un lado las bromas, supongo que ahora podemos unteractuar con los Lillipans al igual que con los Dragonkin."""
al_010040_0050#0,"""La comunicación verbal puede ser dificultosa, pero eso es algo que Fourier debería ser capas de ayudarnos con eso."""
al_010040_0060#0,"""Bueno, entonces, parece que deberíamos volver al registro de Naberius."""
