un_056020_0001#0,"""A.P.241/12/1"""
un_056020_0010#0,"""Hey compañero, te agradesco que Yucreta, y Aurora regresaran sanas y ha salvo. Gracias."""
un_056020_0020#0,"""Sin embargo, lo que me molesta es que no me dijeran dónde estaban ni qué les pasó exactamente mientras se fueron."""
un_056020_0030#0,"""Incluso Aurora no está hablando de eso, con lo buena que es para hablar."""
un_056020_0040#0,"""Pero están de vuelta, y eso es lo importante,... Aun que me molesta un poco, ¿Sabes?"""
un_056020_0050#0,"""Tú fuiste quien los salvó, así que... Me imaginé que podrías decirm?..."""
un_056020_0060#0,"""Afin, no metas la nariz donde no te llaman."""
un_056020_0070#0,"""Es bastante grosero intentar exponer los secretos de una niña, ¿No te parece?"""
un_056020_0080#0,"""Yucreta, Aurora... ¿No entiendo por qué son tan terca sobre eso?"""
un_056020_0090#0,"""Porque no tiene nada que ver contigo."""
un_056020_0100#0,"""Sé que suena cruel decirlo, considerando lo preocupado que estabas, pero Yuc-chan tiene razón, por una vez. No es de tu incumbencia."""
un_056020_0110#0,"""Afin, seguramente debes tener algunos secretos feos en el pasado que deseas olvidar, ¿Verdad?"""
un_056020_0120#0,"""Bueno, estamos en el mismo barco. Lo mantenemos en secreto porque es vergonzoso."""
un_056020_0130#0,"""¡Aurora!, ¡No digas nada!"""
un_056020_0140#0,"""Y espero que guardes en secreto todo lo que pasó allí , ¿Entiendes eso <%me>?"""
un_056020_0150#0,"""Porque es vergonzoso, eh... Ojalá no hubiera tenido mi curiosidad enloqueciendo así."""
name01#0,"""？？？"""
name02#0,"""？？？"""
