un_050030_0001#0,"""A.P.241/10/2"""
un_050030_0010#0,"""Oh, <%me>!<br>Hola!"""
un_050030_0020#0,"""Se que estas ocupad@, pero teniendote como compañer@... Estoy muy agradecida!"""
un_050030_0030#0,"""Cuando te conoci la vez anterior, lamento por todo lo que te pregunte sobre tus experiencias en combate."""
un_050030_0040#0,"""Pero gracias a eso, ¡Esta finalmente autorizada!, ¡La nueva clase que he estado desarrollando!"""
un_050030_0050#0,"""En estos momentos, la información fue enviada al Asistente de Clases, y ahora te puedes registrar como Hero!"""
un_050030_0060#0,"""Ahora, desde que mi clase fue aprobada, ¡Ya puedo ser un Hero!"""
un_050030_0070#0,"""¡Oh eso es todo!, ¡<%me> se me olvido contarte la vez anterior!"""
un_050030_0080#0,"""La nueva clase que estaba estudiando y recientemente fue aprobada... Y se llama Hero!"""
un_050030_0090#0,"""1.... ¿Qué?"""
un_050030_0100#0,"""2. ¿Dijiste Hero?"""
un_050030_0110#0,"""¡Dije que se llama Hero!"""
un_050030_0120#0,"""¡Si!, ¡Es Hero!"""
un_050030_0130#0,"""Huh, ¿Es un nombre extraño? yo creo, y pienso que esto es..."""
un_050030_0140#0,"""MIRA, ¡PODEMOS USAR SWORDS! ¿NO PIENSAS QUE ESO ES MUY GENIAL?"""
un_050030_0150#0,"""¡TWIN MACHINEGUNS TAMBIEN!, SI TE CAMBIAS A HERO, TU PUEDES USAR ESAS NUEVAS ARMAS!"""
un_050030_0160#0,"""¡OH Y TAMBIÉN TENEMOS UNA FORMA PROPIA DE USAR EL TALIS!"""
un_050030_0170#0,"""¡TODO ESTÁ CUBIERTO POR UNA SOLA CLASE! ¿¡NO ES ESO GRANDIOSO!?"""
