st_051030_0001#0,"""A.P.241/9/23/10:30"""
st_051030_0010#0,"""Sejak [Persona] menjadi inang untuk [Profound Darkness], dia selalu melawan kontrolnya."""
st_051030_0020#0,"""Setiap kali [Profound Darkness] melawan ARKS, dia melemah. Dan setiap kali, tanpa gagal, [Persona] mengirimnya ke masa lalu."""
st_051030_0030#0,"""Terjebak dalam siklus tanpa akhir, mereka kembali ke titik di mana [Profound Darkness] bangkit dalam bentuk baru."""
st_051030_0040#0,"""Kita tak bisa meninggalkan mereka seperti ini, <%me>! Kita harus menyelamatkan mereka!"""
st_051030_0050#0,"""[Persona] adalah inti dari [Profound Darkness]."""
st_051030_0060#0,"""Selama koneksi di antara mereka berdua masih ada, tidak memungkinkan untuk menyelamatkan [Persona]."""
st_051030_0070#0,"""Meskipun kalian berhasil, [Profound Darkness] hanya akan mencari inang baru. Ini adalah skenario terburuk--Kita kembali ke awal lagi."""
st_051030_0080#0,"""Jadi, demi menyelamatkan [Persona], kita harus memisahkan mereka, dan menghancurkan [Profound Darkness] seluruhnya. Sebelumnya, kita tidak bisa melakukan itu."""
st_051030_0090#0,"""Tapi... sekarang kita bisa!"""
st_051030_0100#0,"""Dengan menggunakan kemampuan terpendam dari Ame-no-Murakumo milik Hitsugi, kita berhasil menemukan caranya!"""
st_051030_0110#0,"""Senjata ini, yang mampu untuk memisahkan terang dari kegelapan, telah menyelamatkan Aru dan Mother sebelum mereka menjadi Dark Falz!"""
st_051030_0120#0,"""Kita seharusnya bisa menerapkan hal yang sama di sini!"""
st_051030_0130#0,"""Kita telah mempelajari kemampuan Ame-no-Murakumo dari melihat aksinya, dan berhasil menduplikasikannya."""
st_051030_0140#0,"""Menggunakan hubunganmu dengan [Persona], kamu hanya perlu memanggil pedang ini,<br><%me>."""
st_051030_0150#0,"""Aku serahkan kekuatan ini di tanganmu. Ini adalah sesuatu yang hanya kamu bisa lakukan."""
st_051030_0160#0,"""Tugasmu cukup mudah:<br><%me>, kalahkan [Profound Darkness], dan buka intinya."""
st_051030_0170#0,"""Jika berhasil, kamu akan bisa memisahkan mereka berdua."""
st_051030_0180#0,"""Dan juga, kalian berdua harus menggunakan kekuatan kalian bersama-sama."""
st_051030_0190#0,"""Banyak sekali hal yang ingin aku sampaikan...<br>Banyak cerita yang ingin aku bagikan!"""
st_051030_0200#0,"""Apakah kamu siap, <%me>?"""
