name01#0,"""？？？"""
name02#0,"""Narasi"""
pr_054010_0010#0,"""Crimson Evil Dragon... Akhirnya dia di sini."""
pr_054010_0020#0,"""Maaf, Guardian.<br>Aku agak tidak berguna, meletakkan beban ini padamu seorang."""
pr_054010_0030#0,"""Jangan bicara seperti itu, Alisa.<br>Mari kita mengulas rencananya sekali lagi."""
pr_054010_0040#0,"""Aku akan berkonsentrasi menyiapkan pembatas dan segel untuk Crimson Evil Dragon."""
pr_054010_0050#0,"""Selama berada di dalam pembatas ini, dia akan menjadi lambat.<br>Di sinilah aku ingin kau mengalahkannya."""
pr_054010_0060#0,"""Ini adalah Laconium Sword.<br>Menurut legenda, pedang ini dapat menembus sisik Evil Dragon."""
pr_054010_0065#0,"""Guardian, aku serahkan ini padamu.<br>Aku akan menduplikasikannya di dalam pembatas. Aku harap ini dapat membantumu."""
pr_054010_0070#0,"""Sisik Evil Dragon dapat menyembuhkan luka lama.<br>Namun dalam pembatas ini, kita dapat mengenali kelemahannya."""
pr_054010_0075#0,"""Ketika kau menyerang titik kelemahannya dengan pedang ini,<br>luka lama Evil Dragon akan terbuka kembali."""
pr_054010_0080#0,"""Dengan kata lain, jika kita fokus serangan kita pada luka lama tersebut..."""
pr_054010_0090#0,"""Ya, Crimson Evil Dragon pun akan kalah.<br>Ketika dia melemah, meskipun kita tidak dapat menyegelnya kembali, jiwa yang terperangkap di dalamnya tetap akan bebas."""
pr_054010_0100#0,"""Guardian...<br>Sekali lagi, terima kasih."""
