un_057070_0001#0,"""A.P.241/11/15"""
un_057070_0010#0,"""Ahh... Marriage, huh? ...Boy, that sure sounds nice."""
un_057070_0020#0,"""...Ah! <%me>! Hello!"""
un_057070_0030#0,"""Sorry for spacing out! I was just daydreaming a bit!"""
un_057070_0040#0,"""You must have heard about it too. Zeno and Echo are getting married!"""
un_057070_0050#0,"""There have been rumors floating around about them for forever, but I still can't believe it's actually happening now!"""
un_057070_0060#0,"""Are you thinking about it too?"""
un_057070_0070#0,"""It's exciting, isn't it?"""
un_057070_0080#0,"""Wha-... Wellll... I am a girl, after all..."""
un_057070_0090#0,"""Wait, what am I saying?! This isn't about me! I should be cheering for them full force!"""
un_057070_0100#0,"""Yup! Something like this always puts a smile on people's faces! It's really amazing!"""
un_057070_0110#0,"""I've been thinking about how maybe I might too, eventually... But that's still a long ways off!"""
un_057070_0120#0,"""I'm gonna do my very, very, very best to win everyone's hearts. Then, someday I'll even win theirs..."""
un_057070_0130#0,"""...Eh, aaah! Sorry! I'm running my mouth about stupid things again!"""
un_057070_0140#0,"""J-Just ignore what I said! I'm doing all of this for the Hero class! For them! Yes! Really!!"""
name01#0,"""???"""
name02#0,"""???"""
