un_054020_0001#0,"""A.P.241/10/27"""
un_054020_0010#0,"""...¡Espera!<br>No te muevas, quedate quiet@ justo aqui."""
un_054020_0020#0,"""Es Dia y ese tipo Zeno. Se ven muy divertidos, ¿Verdad?"""
un_054020_0030#0,"""¿Estás celoso?"""
un_054020_0040#0,"""¿Asi que? No es la gran cosa."""
un_054020_0050#0,"""¡HAH!, No me hagas reir Me pone los nervios de punta, saber de qué habla Zeno."""
un_054020_0060#0,"""No es gran cosa mi trasero!, ¡¿Quién sabe qué basura tan extraña es la que el punk intenta poner en su cabeza?!"""
un_054020_0070#0,"""Parece que se acabó su pequeña charla. De acuerdo, me ocuparé un poco."""
un_054020_0080#0,"""¿Qué puedo hacer por ti?, <%me>?"""
un_054020_0090#0,"""Oye, <%me>.<br>... Haz algo."""
un_054020_0100#0,"""Um... <%me>?, ¿Estás bien?"""
un_054020_0110#0,"""...Hehehe. Actúas de forma muy extraña aveces."""
un_054020_0120#0,"""Sabes, el Maestro Gettemhart me miraba así. Se siente un poco nostálgico."""
un_054020_0130#0,"""Especialmente porque acabo de hablar con Zeno sobre el maestro Gettemhart y mi hermana."""
un_054020_0140#0,"""¿Acerca de Gettemhart?"""
un_054020_0150#0,"""¿Sobre tu hermana?"""
un_054020_0160#0,"""Sí. A veces le pregunto a la gente sobre el lado que nunca pude ver de ellos."""
un_054020_0170#0,"""Y de qué exactamente hablamos..."""
un_054020_0180#0,"""...debe mantenerse en secreto."""
un_054020_0190#0,"""Es algo que pondría al Maestro Gettemhart bastante enojado, no, avergonzado si lo escucha."""
un_054020_0200#0,"""Y dado que pareces recordarmelo tanto últimamente,<br>no puedo dejar que lo oigas tampoco."""
un_054020_0210#0,"""Entonces asi es como es. De todos modos, debería ponerme en marcha."""
un_054020_0220#0,"""...Zeno, pequeño bastardo!, ¡¿Qué diablos cree que intentará sacar con Dia?!"""
un_054020_0230#0,"""¡Oye! A ese punk le pateare el trasero AHORA MISMO, ¡Vámonos!, ¡Dame tu cuerpo rápido!"""
