un_057060_0001#0,"""A.P.241/11/12"""
un_057060_0010#0,"""News flash! Breaking news! Our info's been less than stellar lately, but today we've got a huge scoop!"""
un_057060_0020#0,"""Hold on to your socks, it's about the couple we've all been screaming \""GET HITCHED ALREADY\"" at for years!"""
un_057060_0030#0,"""That's right! Zeno and Echo are finally, finally, FINALLY doing it! They're getting married!"""
un_057060_0040#0,"""I know"""
un_057060_0050#0,"""Isn't it great?"""
un_057060_0060#0,"""What?! How'd you find out?!"""
un_057060_0070#0,"""Echo probably told them..."""
un_057060_0080#0,"""Huh? Shouldn't you be more surprised?"""
un_057060_0090#0,"""<%me> already knew about it..."""
un_057060_0100#0,"""Marriage isn't that strange by itself, but since it's those two... Especially Zeno. He's one of the Six Pillars, after all."""
un_057060_0110#0,"""They're practically a celebrity couple around here! Reporting on their marriage is like striking gold for an information specialist!"""
un_057060_0120#0,"""ARKS has always centered around fighting, nobody even thinks about starting a family here. So it's pretty significant that the two of them are."""
un_057060_0130#0,"""Maybe I'll get to someday too... It's not fair! They're so lucky!"""
un_057060_0140#0,"""You want to get married too, Patty?"""
un_057060_0150#0,"""Of course! I'm a lady after all! It's my dream to get married! Potential candidates may apply anytime!"""
un_057060_0160#0,"""Who are you talking to...?"""
un_057060_0170#0,"""Don't act like you're not interested. Didn't you used to say your dream was to become a wife when you were little?"""
un_057060_0180#0,"""D-Don't go shouting that in public, dummy!"""
un_057060_0190#0,"""And that was Tea's Biggest Secret brought to you directly by Patty! 'Til next time!"""
un_057060_0200#0,"""Please excuse me, too!"""
un_057060_0210#0,"""Get back here! If you tell anyone else, there'll be hell to pay!"""
name01#0,"""???"""
name02#0,"""???"""
