st_051040_0001#0,"""A.P.241/9/23/11:00"""
st_051040_0010#0,"""..... ¡Bien, ya casi esta!<br>¡<%me>!<br>¡Matoi!<br>¡Solo un poco!"""
st_051040_0020#0,"""Empuja hacia abajo así...<br>¡Ayúdelo, ahora!"""
st_051040_0030#0,"""¡No lo dejaré!"""
st_051040_0040#0,"""¡Cortalo!..."""
st_051040_0050#0,"""¡Si eso es!"""
st_051040_0060#0,"""¡Gug ha!"""
st_051040_0070#0,"""¡Es ahora!"""
st_051040_0080#0,"""He detectado... La respuesta de 【Persona】<br>¡<%me>, Matoi!<br>¡Ustedes sigan!"""
st_051040_0090#0,"""Sí, ¡Ahora vamos！……"""
st_051040_0100#0,"""1. ……¡Alcanzalo!"""
st_051040_0110#0,"""2. ……¡Te ayudaré!"""
st_051040_0120#0,"""¿Que es esto?...<br>La forma se está distorsionando..."""
st_051040_0130#0,"""¡Interferencia espacio-tiempo!... ¿Qué?<br>¿Esta intentando saltar a alguna parte?, ¿Qué?<br>Unidad, ¡¿Cuál es su meta?!"""
st_051040_0140#0,"""¡<%me>！"""
st_051040_0150#0,"""La lecturas... desaparecion...<br>Rastros, ¡Rastro rastros!...<br>¡Oh, Nooo!"""
st_051040_0160#0,"""Calmate, Xierra.<br>Sin Rastros, la reacción desaparece de la periferia.<br>....Completamente perdido."""
st_051040_0170#0,"""……¡No puede ser!"""
st_051040_0180#0,"""¡<%me>!<br>……¡¡¡<%me>!!!"""
