un_059050_0001#0,"""A.P.241/12/8"""
un_059050_0010#0,"""Doot doot doo, doo-doo-doot do-doo~."""
un_059050_0020#0,"""You're in awfully high spirits, Xiera. Has something good happened to you?"""
un_059050_0030#0,"""Nothing at all. I'm not the one I'm happy for, Alma."""
un_059050_0040#0,"""Hm?"""
un_059050_0050#0,"""Pardon me."""
un_059050_0060#0,"""...Ah! Gi...!"""
un_059050_0070#0,"""This is quite the prestigious greeting party, for a summons from the Administrator."""
un_059050_0080#0,"""<%me>, Matoi. ...Even Xiao is present."""
un_059050_0090#0,"""It's just a small inconvenience."""
un_059050_0100#0,"""And, Xiera. What business did you need me to be here in person for?"""
un_059050_0110#0,"""Ahh, umm... It's already been resolved, now that we have you here..."""
un_059050_0120#0,"""Right, <%me>?"""
un_059050_0130#0,"""Well, reuniting with old friends is a fine thing. <%me>. I'm glad to see you're doing well."""
un_059050_0140#0,"""You're not overworking yourself either, are you, Matoi? Sara has brought up both of your recklessness at the Commander meetings."""
un_059050_0150#0,"""Ahaha... I've been paying closer attention to my health these days. Have you been well, Regius?"""
un_059050_0160#0,"""Yes, I've been whiling my days away teaching.<br>It's quite peaceful and pleasant."""
un_059050_0170#0,"""Re-Regius! I'd like to hear some of your stories about the past, please!"""
un_059050_0180#0,"""...What's this out of the blue, Xiera? Aren't you able to find anything you're curious about in the activity records archive?"""
un_059050_0190#0,"""Uhh, ahh... Umm, well you see, it's not like that...!"""
un_059050_0200#0,"""You see, Regius... She might not be visible, but right now, right here, Al-..."""
un_059050_0210#0,"""Don't!"""
un_059050_0220#0,"""Don't tell him about me. ...Please."""
un_059050_0230#0,"""Ah! W-Wait! I'm sorry Regius! Have a good day!"""
un_059050_0240#0,"""What was that about, Xiao?"""
un_059050_0250#0,"""...A lot of things weren't made clear forty years ago, so you're probably not at fault here."""
un_059050_0260#0,"""...Hmm?"""
