un_059060_0001#0,"""A.P.241/12/8"""
un_059060_0010#0,"""……Alma"""
un_059060_0020#0,"""Perdoname, Xiera.<br>Trate de actuar con cautela<br>pero evidentemente hubo un malentendido."""
un_059060_0030#0,"""Pude ver como esta el pequeño Ki.<br>Eso me contento... Sí, eso me hizo muy feliz<br>De echo solo eso lleno mi corazón."""
un_059060_0040#0,"""Pero apesar de que todos pensaron que me hicieron un bien,<br>lamento que no me pueda sentir bien por ello..."""
un_059060_0050#0,"""En el mundo de donde provengo<br>soy la unica que ahí existira<br>...Así que de alguna manera siempre estare sola."""
un_059060_0060#0,"""Yo ya debería saber que es así,<br>sin embargo es incomprensible e inutil<br>averiguar mi destino."""
un_059060_0070#0,"""¡Lo siento!... ¡Lo siento!<br>Yo... Mi intensión... ¡Fuí muy cruel!"""
un_059060_0080#0,"""No eres cruel...<br>Es esta la realidad que yo decidí vivir."""
un_059060_0090#0,"""Xiera, no eres nada cruel<br>...No hay nadie cruel."""
un_059060_0100#0,"""Asi que, por favor.<br>No te sientas mal por esto."""
