un_059040_0001#0,"""A.P.241/12/5"""
un_059040_0010#0,"""What are you looking at, Alma?"""
un_059040_0020#0,"""Nwah?!"""
un_059040_0030#0,"""N-Nothing at all! Well, I think I'll go have myself a little stroll outside now."""
un_059040_0040#0,"""Ah, she's gone. ...I wonder what she was doing."""
un_059040_0050#0,"""Looking at the history of ARKS?"""
un_059040_0060#0,"""Reading up on world events?"""
un_059040_0070#0,"""Hmhmhmm, intriguing isn't it? You two are curious as well."""
un_059040_0080#0,"""Uwah?! Xi-Xiera?"""
un_059040_0090#0,"""Alma, the first generation Claris Claes. The legendary being from forty years ago. What could have caught her interest?"""
un_059040_0100#0,"""I happen to have access to all the search logs! Just say the word and the mystery is solved!"""
un_059040_0110#0,"""Xiera."""
un_059040_0120#0,"""...Don't go overboard."""
un_059040_0130#0,"""She shouldn't be spying at all in the first place! Please stop this, Xiao!"""
un_059040_0140#0,"""And Xiera, don't just start snooping immediately!"""
un_059040_0150#0,"""These are..."""
un_059040_0160#0,"""Regius and Maria's deployment records...?"""
un_059040_0170#0,"""Xiao. Can't we do something for her?"""
un_059040_0180#0,"""...There are things even I can't do. Making the Akashic Record visible or interactable just happens to be one of them."""
un_059040_0190#0,"""It's so sad that Alma has to put up with this, though."""
un_059040_0200#0,"""Even though she's still fighting for ARKS, giving it her all..."""
un_059040_0210#0,"""...So! We'll just have to figure something out!<br>That's okay, right Xiao?"""
un_059040_0220#0,"""It's not as if I've got anything against her.<br>You're free to try whatever you want."""
un_059040_0230#0,"""...However, don't make a big scene. Alma wouldn't want that."""
