un_054010_0001#0,"""A.P.241/10/21"""
un_054010_0010#0,"""!... !<br>¡Maestro Gettemhart! ¿Qué?"""
un_054010_0020#0,"""Oh, ¿<%me>-sama?...<br>... Lo siento,<br>no es nada..."""
un_054010_0030#0,"""Por alguna razón, al verte me parecio ver al maestro Gettemhart por un momento...<br>No se preocupe..."""
un_054010_0040#0,"""...Hey.<br>No digas cosas innecesarias."""
un_054010_0050#0,"""Um... <%me>-sama.<br>¿Hay algún problema?"""
un_054010_0060#0,"""1. ¿Quieres ver a Gettemhart?"""
un_054010_0070#0,"""2.... No es nada"""
un_054010_0080#0,"""...Sí. Si ese<br>deseo se hace realidad..."""
un_054010_0090#0,"""Gracias por cuidarme...<br>Está bien, solo pensé."""
un_054010_0100#0,"""Quizas si tuviera la oportunidad de ver al maestro Gettemhart de nuevo..."""
un_054010_0110#0,"""Lo que no podía decir solo porque estaba vestida... Como mi hermana... MelphonSina. Creo que quiero contarlo."""
un_054010_0120#0,"""Pero ahora puedo hablar como Melrondia... La próxima vez que pueda verle."""
un_054010_0130#0,"""No, probablemente no, heh.<br>Aunque le vea, estaria demasiado tensa, no podria hablar."""
un_054010_0140#0,"""Sé que ya no puede verme...<br>Pero ya es hora de ser mas determinada."""
un_054010_0150#0,"""Los sueños son sueños, entonces es algo que no debo anelar. Solo debo vivir mi presente."""
un_054010_0160#0,"""Las palabras que me dejo al final esa persona.<br>Porque lo recuerdo ahora... Me siento algo solitaria, pero estoy bien."""
un_054010_0170#0,"""Oh, lo siento. ¿Por qué estoy hablando así?<br>de repente me estoy volviendo una anticuada."""
un_054010_0180#0,"""Lo siento por mucho por quitarle su tiempo.<br>Bueno entonces, nos vemos."""
un_054010_0190#0,"""...tsh<br>Eso fue realmente problemático.<br>¿Pretende inmiscuirse más?"""
