un_050010_0001#0,"""A.P.241/9/29"""
un_050010_0010#0,"""¡Ha!, ¡Ya te alcance comandante!"""
un_050010_0020#0,"""¿Huh?<br>¡Pensé que ataqué tu punto ciego!...<br>Espera, ¿No?..."""
un_050010_0030#0,"""¿No eres el Comandante Huey?..."""
un_050010_0040#0,"""Ah ¡Lo siento!, ¡Lo siento!, ¡No sé cómo te confundí por él, soy lo peor de lo peor!"""
un_050010_0050#0,"""Lo siento mucho, confié en mi instinto ya que senti una gran fuerza..."""
un_050010_0060#0,"""¿Qué pasa Stratos, agotada ya?"""
un_050010_0070#0,"""Oh, <%me>!<br>¡Qué coincidencia encontrarte aquí!"""
un_050010_0080#0,"""¿<%me>?...<br>¿¡Un guardián!?"""
un_050010_0090#0,"""Uwaawaaah!... Lo siento, lo siento, lo siento!, ¡Hice algo ofensivo!"""
un_050010_0100#0,"""Hahaha, eso es todo. <%me>,<br>lo siento por arrastrarte a esto."""
un_050010_0110#0,"""Debido a que las acciones de Stratos son de mi responsabilidad, ¿Podrías perdonarnos?, ¿Si no es por ella, entonces por mí?"""
un_050010_0120#0,"""1. ¿Quién es ella?"""
un_050010_0130#0,"""2．¿Qué estabas haciendo?"""
un_050010_0140#0,"""Oh eso es correcto, una introducción."""
un_050010_0150#0,"""Es mejor si lo explico desde está introducción."""
un_050010_0160#0,"""División de combate,<br>grupo de desarrollo de<br>nuevas tácticas.<br>MI nombre es Stratos!"""
un_050010_0170#0,"""Stratos es de la tercera generación como tú, y ya completó el entrenamiento en cada clase. Ella es nuestra esperanza."""
un_050010_0180#0,"""Estoy muy agradecida!"""
un_050010_0190#0,"""Por cierto, el nuevo grupo de desarrollo táctico es donde experimentamos con nuevas clases y nuevas ideas."""
un_050010_0200#0,"""¡Nuevas ideas son necesarias para este tipo de cosas!, ¡Y así elegimos a Stratos y la pusimos a cargo de ello!"""
un_050010_0210#0,"""Estoy muy agradecida!"""
un_050010_0220#0,"""Sin embargo, esto es difícil... Mientras<br>estábamos investigando sobre una manera de combatir a varios enemigos al mismo tiempo dentro de una sola fuerza de combate, no pudimos obtener permiso..."""
un_050010_0230#0,"""Mientras que yo y Claris Claes brindamos apoyo, ya hemos establecido nuestros estilos de lucha. No somos muy flexibles a este respecto."""
un_050010_0240#0,"""Estoy extremadamente agradecida..."""
un_050010_0250#0,"""¡<%me>!<br>Si no te importa, ¿Podrías darle consejero a Stratos?"""
un_050010_0260#0,"""Eeehhh!, ¡Comandante, es extrañamente generoso de tu parte!"""
un_050010_0270#0,"""Bueno, <%me> es el ARKS con más libertad.<br>Mezclarte con <%me> será una fuente de aliento!"""
un_050010_0280#0,"""Y, por supuesto, la mejor persona para dominar la nueva clase sería <%me>."""
un_050010_0290#0,"""<%me>.<br>¿Podría por favor cooperar con los siguientes ARKS?"""
un_050010_0300#0,"""1．Déjamelo a mí"""
un_050010_0310#0,"""2．No esperes demasiado"""
un_050010_0320#0,"""Estoy extremadamente agradecida!..."""
un_050010_0330#0,"""¡Eh, seguro que eres humilde! pero está bien, está bien!, ¡Lo sé!"""
un_050010_0340#0,"""¡<%me>!.<br>¡Gracias de antemano!"""
un_050010_0350#0,"""Si no le importa, ¿Podría decirme acerca de sus historia de combates?!"""
