un_055010_0001#0,"""A.P.241/11/8"""
un_055010_0010#0,"""Kun-Kun... Kun-Kun..."""
un_055010_0020#0,"""Aurora, ¿Podrias dejar de hacer eso? Como voy a creer que esta enana se llame a si misma diosa de la belleza"""
un_055010_0030#0,"""Bueno, me está molestando, ¿Qué quieres que haga? Además, no soy el tipo de mujer que se aferra al pasado."""
un_055010_0040#0,"""Oh, eso es extraño viniendo de ti."""
un_055010_0050#0,"""¿Qué están haciendo ustedes dos? Para ser honesta, ella realmente me está asustando..."""
un_055010_0060#0,"""Bueno, la antigua diosa de la belleza aquí ha sentido algo y se niega a no hacer una escena sobre eso. ¿Alguna idea de lo que podría haber entrado en ella?"""
un_055010_0070#0,"""No tendría la menor idea..."""
un_055010_0080#0,"""Hmmm... ¡Oh, ya veo!, ¡Es de ti!, ¡Tú eres lo que está desprendiendo este extraño aroma!"""
un_055010_0090#0,"""¿De <%me>?... No está emitiendo nada que pueda causar cualquier tipo de aroma inusual..."""
un_055010_0100#0,"""¿Estás segura de eso? ¡Porque puedo decir que hay algo en mi intuición femenina, y siempre suele ser correcta!"""
un_055010_0110#0,"""Así que es solo tu intuición. ¿No puedes describir lo que estás sintiendo, al menos?"""
un_055010_0120#0,"""Veamos... Es familiar, y... ¿Da miedo?"""
un_055010_0130#0,"""Hah ¿Qué tiene eso que ver con cómo huele?"""
un_055010_0140#0,"""Oh, cállate, Yu-chan! Querías que describiera lo que sentía, ¡Así que lo hice!"""
un_055010_0150#0,"""Si es algo que estás sintiendo, ¿Por qué necesitarías andar olfateando el aire de esa manera?, ¿Cuál fue el punto de esa esena tan vergonzosa?"""
un_055010_0160#0,"""Bueno, eso fue porque... Hacer eso, solo hace que sea más fácil sentir las cosas, ¿De acuerdo?"""
un_055010_0170#0,"""Hey Aurora. ¿Estás absolutamente segura de que eras la diosa de la belleza, y no la de los cerdos?"""
un_055010_0180#0,"""Tú... Tú en realidad... ¡Cómo pudiste decir eso!"""
un_055010_0190#0,"""Algo que Aurora encontraría familiar y aterrador... ¿Que podria ser?"""
un_055010_0200#0,"""¿Quizás tiene que ver con los Photoners? """
un_055010_0210#0,"""¿Quizás tiene que ver con Dark Falz?"""
un_055010_0220#0,"""Esa es definitivamente una posibilidad, pero también podría ser algo relacionado  con Dark Falz."""
un_055010_0230#0,"""Bien podría ser, pero considerando la historia de Aurora, también podría ser algún tipo de conexión con los Photoners."""
un_055010_0240#0,"""Pero viendo que la forma física de Aurora está compuesta por Photons, apuesto a que tiene algo que ver con el otro mundo."""
