st_054135_0001#0,"""A.P.241/10/20/11:00"""
st_054135_0010#0,"""Los resultados del examen físico salieron a la luz.<br>No puedo ver ninguna anormalidad."""
st_054135_0020#0,"""Cuando escuché que tomo la forma de 【Elder】estaba muy impactado.<br>Pero ahora que te veo estoy mas calmado."""
st_054135_0030#0,"""Puedes estabilizar el uso de un factor Darker."""
st_054135_0040#0,"""Bueno, ¡Entonces puedes generalizar el análisis de este mecanismo!"""
st_054135_0050#0,"""No obstante, no se sabe cómo se obtuvo la habilidad en primer lugar."""
st_054135_0060#0,"""Como dijiste."""
st_054135_0070#0,"""Pensemos sobre la situación de Omega como continuación del análisis sobre la capacidad."""
st_054135_0080#0,"""Si recibo el informe tal como está, difícilmente puede viajar en un solo pasajero, quiero<br>decir que te has apoderado del emperador."""
st_054135_0090#0,"""En otras palabras, supongo que es algo bastante serio, ¿No?, ¿Está mal mi sensación?"""
st_054135_0100#0,"""No, Alma, tu sentido es correcto.<br>Algo en está persona es anormal."""
st_054135_0110#0,"""¡Eso no es verdad!<br>¡Es una persona normal!"""
st_054135_0120#0,"""Por cierto Matoi.<br>Tu también entras en el margen de los anormales."""
st_054135_0130#0,"""¡Eres terrible!, ¡Pero,<br>si fuera usted, Alma también..."""
st_054135_0140#0,"""No soy buena en habilidad de combate.<br>Es por eso que era buena como Claris Claes."""
st_054135_0150#0,"""Aunque solo puedo decir que una persona anomal sellaria a 【Elder】en ese planeta<br>¿No es así Claris Claes?"""
st_054135_0160#0,"""Nuuuhm, ese era mi trabajo. No había<br>forma de que pudiera vencerlo asi que no<br>me quedo otra opción mas que sellarlo."""
st_054135_0170#0,"""Para ser sincera, fue solo la idea de ese momento,<br>así que fue bueno que resulto."""
st_054135_0180#0,"""Ambos son anormales, esa es la conclusión"""
st_054135_0190#0,"""Pero dejado eso de lado ¿Qué<br>está pasando con el agujero negro?"""
st_054135_0200#0,"""La velocidad de expansión del agujero negro se ha relajado."""
st_054135_0210#0,"""Sí, hace que sea mas fácil para sacar a las personas."""
st_054135_0220#0,"""Ademas al efectuar una forma numérica al sensorial también parece estar fuera."""
st_054135_0230#0,"""Bueno, entonces, veamos las actividades en Omega asi que buena suerte"""
st_054135_0240#0,"""Bueno me alegra de que estés bien pero no te fuerces demasiado."""
st_054135_0250#0,"""1. ¿Hay algo que te preocupa?"""
st_054135_0260#0,"""2. No es eso imposible"""
st_054135_0270#0,"""No estoy preocupada, pero.... ¿Qué debería<br>decir? Hay algo de lo que preocuparse un poco"""
st_054135_0280#0,"""No es imposible, pero hay algo que me preocupa."""
st_054135_0290#0,"""Estás manipulando Photons con la ayuda de Alma<br>me siento un poco..."""
st_054135_0300#0,"""Tanto usted como los Darkers son diferentes, se sienten extraños.<br>Un viento extraño, la sensación de que han sido manipulados."""
st_054135_0310#0,"""Desafortunadamente, ni Xiao-kun ni yo lo sabemos."""
st_054135_0320#0,"""Pero, si la segunda generación se siente de esa<br>manera creo que ciertamente hay algo<br>infundado. En una forma que no podemos imaginar."""
st_054135_0330#0,"""La aparición de Fals Hunar también es inesperada.<br>Y tu nueva habilidad para hacer uso del poder de Dark Falz"""
st_054135_0340#0,"""Tenga cuidado, no sabemos que puede pasar si llegaras a colapsar."""
st_054135_0350#0,"""Así es, no puedes usarlo demasiado, la segunda generación se preocupará demasiado y caerá."""
st_054135_0360#0,"""Hahaha no creo que<br>llegue hasta ese punto."""
st_054135_0370#0,"""Asi que por favor <%me>, ten mucho cuidado."""
skit01#0,"""La rebelion de Elder"""
skit02#0,"""Rebelión de la muerte"""
