un_050040_0001#0,"""A.P.241/10/17"""
un_050040_0010#0,"""Ah, hello. Sorry about the other day."""
un_050040_0020#0,"""Hero is Hero. It's already been approved, the name won't be changed."""
un_050040_0030#0,"""I was the one who named the class that. It was the only name that I believed would be fitting."""
un_050040_0040#0,"""You Guardians and everyone in ARKS are<br>heroes. I don't want you to ever forget that."""
un_050040_0050#0,"""Some years ago, I was on Ship 128 Themis when it was attacked by Darkers."""
un_050040_0060#0,"""At the time, I wasn't in ARKS yet, and still a child.<br>I was afraid of the Darkers that got into the residential district."""
un_050040_0070#0,"""At the time I thought... \""I will die here\"""""
un_050040_0080#0,"""But then ARKS personnel came in and<br>took them down quickly. They saved me."""
un_050040_0090#0,"""I couldn't express my gratitude then.<br>And when I looked back, I thought to<br>myself \""that is what a hero is.\"""""
un_050040_0100#0,"""I wanted to become someone like that. To have the power to save others."""
un_050040_0110#0,"""So I could remember that feeling, I made it the name of the class."""
un_050040_0120#0,"""Everyone in ARKS is more heroic than they think."""
un_050040_0130#0,"""So if they use the class name, I hope they think more like that. That's the story"""
un_050040_0140#0,"""When I use the class, I think to myself, I must try harder and never give in."""
un_050040_0150#0,"""Right, Energy Recharge complete! Thanks for listening to me."""
