name01#0,"""Xiera"""
11_voice_train_04006#0,"""お見事です！<br>これが「スキップＰＡ」です。"""
text02#0,"""スキップＰＡは、<red>使用の瞬間<c>に<br><red>敵の攻撃を防いで<c>くれますよ！<br>覚えておきましょう！"""
text03#0,"""また、スキップを使用することで<br><red>隙が大きいＰＡでも、当てやすく<c><br>なります！"""
text04#0,"""次は<red>「クイックテイク」<c>です。<br>習得後、ＰＡ中のガイドに合わせて<br>攻撃すると、追撃ができます！"""
text05#0,"""百聞は一見にしかず！<br><red>ガイドに合わせて通常攻撃<c>、または<br><red>武器アクション<c>で発動です！"""
text101#0,"""Task 3:<yellow>クイックテイクによる追撃をエネミーに当てる<c>"""
train_title#0,"""Task 3:<yellow>クイックテイクによる追撃をエネミーに当てる<c>"""
tut_title#0,"""クイックテイクについて"""
text100#0,"""・<%PhotonArts>でフォトンアーツを発動<br>・黄色いガイドに合わせて通常攻撃<%NormalAttack><br>\u3000または武器アクション<%WeaponAction>を使用"""
text100_3b#0,"""・<%PhotonArts>でフォトンアーツを発動<br>・黄色いガイドに合わせて通常攻撃<%NormalAttack><br>\u3000または武器アクション<%MainPaletteC>を使用"""
