st_042110_0001#0,"""A.D.2028/3/29/10:00"""
st_042110_0010#0,"""今天又要去處理學生會的雜務……<br>這開學典禮前的準備，也太辛苦了。<br>不親自幹一下果真是體會不到啊。"""
st_042110_0020#0,"""就因為這個，昨天都沒上PSO2<br>今天可得趕緊把工作搞完，上個線去……"""
st_042110_0030#0,"""怎麼？火継。<br>你到現在還在玩那種東西啊？"""
st_042110_0040#0,"""呃，這個聲音是……"""
st_042110_0050#0,"""果然啊，炎雅……哥。"""
st_042110_0060#0,"""你一臉厭煩至極的表情<br>我這當哥哥的可開心不起來哦，老妹。"""
st_042110_0070#0,"""你、你來這種地方幹嘛啊！<br>這兒是女生宿舍！男生禁止入內！"""
st_042110_0080#0,"""你笨啊，這條規矩<br>對家人是不適用的好吧。"""
st_042110_0090#0,"""呃。<br>那、那你找我幹嘛？"""
st_042110_0100#0,"""我找你沒什麼事。<br>有事的，是你的房間。"""
st_042110_0110#0,"""欸，欸？我的房間……！<br>裡、裡面沒什麼變化啊。<br>問這個幹什麼！？"""
st_042110_0120#0,"""我這八坂家的一家之主<br>不好好確認一下妹妹房間裡的邊邊角角<br>實在是放心不下，她有沒有在健康茁壯地成長。"""
st_042110_0130#0,"""……不過啊<br>我一看就知道，你也沒怎麼成長嘛。"""
st_042110_0140#0,"""煩……煩死了！別多管閒事！<br>好了啦，真是的！別像個小孩子似的摸我頭！"""
st_042110_0150#0,"""那就說回正題吧。<br>火継，你的房間裡<br>真的什麼都沒有吧？"""
st_042110_0160#0,"""……為、為什麼要問這個啊？"""
st_042110_0170#0,"""是我在問你。<br>真的，什麼都沒有吧？"""
st_042110_0180#0,"""…………那不當然的嘛。"""
st_042110_0190#0,"""……那就好。"""
st_042110_0200#0,"""哥你給我等等！<br>你回答我的問題啊！<br>為什麼來問我這種事情！？"""
st_042110_0210#0,"""……對了火継，我聽說了。<br>大家都說，你是下任學生會長什麼的<br>還挺受大家歡迎呢。"""
st_042110_0220#0,"""優秀是好事。<br>有能力也不錯。"""
st_042110_0230#0,"""可就算是這樣<br>你也別一直都隨波逐流下去哦。"""
st_042110_0240#0,"""要是一點意志和覺悟都沒有<br>遇到什麼事都要去插一腳<br>總有一天，是會釀成再也挽回不了的事端的。"""
st_042110_0250#0,"""什麼意思啊……"""
st_042110_0260#0,"""我只是回答了你的問題罷了。<br>剩下的，就靠你那個小腦袋瓜和小身子骨<br>去好好想想吧，下任學生會長。"""
st_042110_0270#0,"""啊，你等等！真是的！<br>怎麼老是喜歡打馬虎眼……"""
st_042110_0280#0,"""我這麼優秀，也成了學生會長，又施展了能力<br>而且……還為聖母助上了一臂之力。<br>這哪裡不好了嘛，笨蛋老哥。"""
st_042115_0010#0,"""冰莉，抱歉。<br>剛才剛好被我哥捉到，害我遲到了。"""
st_042115_0020#0,"""喲，來得正好嘛。"""
st_042115_0030#0,"""你是……之前的那個變態社長！<br>好像是叫亞贄萩斗來著！"""
st_042115_0040#0,"""你這記人的方式也太過分了！"""
st_042115_0050#0,"""火、火継－－……！<br>太好了，真是太好了！"""
st_042115_0060#0,"""太好了，火継！<br>你來了真是太好了……！<br>我一直都相信你來著！"""
st_042115_0070#0,"""冰、冰莉，你這也太誇張了。<br>……啊，難道說！"""
st_042115_0080#0,"""什麼都沒做。我可什麼都沒做哦。<br>我是這兒的畢業生。<br>順便一提，五年前的學生會長就是我。"""
st_042115_0090#0,"""前學生會長……意思是說<br>你也知道聖母星團的事情……"""
st_042115_0100#0,"""這裡的學生會成員，不是無一例外<br>全員都屬於聖母星團嘛？<br>那當然也就不會存在我這麼個例外。"""
st_042115_0105#0,"""畢竟我來這兒順路嘛<br>所以只是想久違地擺襬前輩的架子<br>可沒想到，這倒霉事啊，是一樁接著一樁。"""
st_042115_0110#0,"""我原本還想聊聊我們公司的APP<br>面向高中生的測試來著，不過還是改天吧。<br>……那就先告辭了，八坂火継同學。"""
st_042115_0120#0,"""冰莉，那個變態走了，已經沒事啦。<br>……冰莉？你真的沒事嗎？"""
st_042115_0130#0,"""……我問你，火継。<br>火継，你還記不記得被聖母星團……<br>被聖母邀請那時候的事情？"""
st_042115_0140#0,"""我即便到了今天，也依然忘不了。<br>我從來都沒有忘記過。"""
st_042115_0150#0,"""我曾經很孤單，一個朋友都沒有。<br>……而在那時，是聖母指引了我。<br>是她指引了我加入了聖母星團。"""
st_042115_0160#0,"""然後，她便讓我遇見了你，火継。<br>是聖母，讓我遇見了你。"""
st_042115_0170#0,"""讓一直都是孤身一人的我<br>遇見了第一個朋友。遇見了第一個，我所珍視的人。"""
st_042115_0180#0,"""就是因為我照著聖母所說的去做了……<br>我才會在聖母的幫助下，遇見了你<br>還和你變成了親密的朋友……所以，所以…………！"""
st_042115_0190#0,"""冰莉……"""
st_042115_0200#0,"""……所以火継，你哪都別去好不好？<br>你的歸屬，就在這裡啊。"""
st_042115_0210#0,"""只要照著聖母所說的去做<br>就絕對不會有事。大家都是會得到幸福的。<br>……你就留在這兒，不要離開好不好？"""
st_042115_0220#0,"""……“照著聖母所說”麽。"""
st_042115_0230#0,"""她們對聖母的信賴感好強啊。"""
st_042115_0240#0,"""……這聖母，究竟是何方神聖啊？<br>會不會是個相當具有壓倒性威力的存在？"""
st_042115_0250#0,"""不過話說回來<br>火継小姐原來還有個哥哥呀。<br>雖說那身高差，看著就跟父女倆似的。"""
