st_044080_0001#0,"""A.D.2028/4/15/12:00"""
st_044080_0010#0,"""好沒勁－－，真是100%地沒勁－－！<br>根本就沒人跑出來嘛！"""
st_044080_0020#0,"""我說啊，就別像這樣只出10%的火力了<br>直接給他們轟一發大傢伙嘛！"""
st_044080_0030#0,"""……忍著點，奧庫。<br>別忘了我們這次的目的。"""
st_044080_0040#0,"""好好好，我懂我懂！<br>我120%地懂！"""
st_044080_0050#0,"""真是的，根本用不著這麼麻煩<br>明明只需要有我和芙露在，就100%沒問題的！"""
st_044080_0060#0,"""芙露她有之後的事情要準備。<br>你應該也知道這個才是，奧庫。"""
st_044080_0070#0,"""我說您就別見縫插針地挖苦我了！<br>70%大叔！"""
st_044080_0080#0,"""真是的，聖母也太愛操心了吧！<br>你說是不是啊，拉普拉斯？"""
st_044080_0090#0,"""不過話說回來啊，當初讓法蕾去把他們<br>全給炸飛不就萬事大吉了嘛？<br>乾脆去拜託法蕾嘛，去拜託法蕾－－！"""
st_044080_0100#0,"""你這意思，是說你會替我去拜託她咯？"""
st_044080_0110#0,"""不・行！"""
st_044080_0120#0,"""你的呼吸和心跳次數都在上升。<br>……是在緊張麼？"""
st_044080_0130#0,"""……那就好。"""
st_044080_0140#0,"""在我把狀況整理好之前<br>就交給你們兩個處理了。"""
st_044080_0150#0,"""行行行。<br>……真是的，為什麼我不是跟芙露<br>而是得跟這麼個陰暗的傢伙一起行動啊。"""
st_044080_0160#0,"""……我說，搞偷襲也太不地道了叭－－！<br>都把一隻麥克斯韋給打飛了好吧！<br>你就沒有40%覺得它可憐麼？"""
st_044080_0170#0,"""不湊巧啊，我這人可沒什麼教養。<br>耍滑頭、暗中偷襲、設陷阱<br>以及如此種種，就都讓我挨個使個遍吧！"""
st_044080_0180#0,"""什麼……剛才那一瞬間<br>就把所有東西都給彈開了……？"""
st_044080_0190#0,"""！？<br>怎麼會……你是……"""
st_044080_0200#0,"""冰莉……！<br>你怎麼會在這種地方……！？"""
st_044080_0210#0,"""呃！<br>等等，冰莉！<br>你等一等！"""
st_044080_0220#0,"""可惡！這個笨蛋！<br>別一個人衝過去啊！"""
st_044080_0230#0,"""嘿，60%好色男！你難不成還以為<br>自己有工夫在這兒東張西望麼？<br>你這樣100%是會死的哦？"""
st_044080_0240#0,"""……別來礙我事。<br>你不要命了麼？"""
st_044080_0250#0,"""你是<%me>吧？<br>我從聖母口中聽說過你，說你即便是在<br>ARKS之中，也是有200%危險的頭號威脅。"""
st_044080_0260#0,"""所以我才會來到這裡。<br>我堂堂奧庫＝米勒，才會為了<br>成為你們的對手而專程跑過來！"""
st_044080_0270#0,"""給我上，拉普拉斯！麥克斯韋！<br>計算已經全部完成了。<br>這場戰鬥，100%會是我們的勝利！"""
st_044080_0280#0,"""……正合我意。"""
skit01#0,"""Why are you there?"""
skit02#0,"""悲哀的重逢"""
