st_047010_0001#0,"""A.D.2028/4/22/10:00"""
st_047010_0010#0,"""聖母啊，您在何處？<br>……唔！？"""
st_047010_0020#0,"""……它們居然也在這裡冒出來了。"""
st_047010_0030#0,"""不，或許該說，正因為它們是幻創種<br>所以才會出現在這裡吧。"""
st_047010_0040#0,"""畢竟這裡……是聖母的麾下。<br>也可以說是以太的源泉啊！"""
st_047010_0050#0,"""嘖，數量還不少……！<br>我現在可沒工夫和你們這群傢伙糾纏！"""
st_047010_0060#0,"""聖母……您剛才這是？"""
st_047010_0070#0,"""既然它們是因我的不適應而脫離了掌控，那我將其吸收了便是。<br>我所能做的，不也只有將一切都吸入體內<br>並以這副身軀操控它們了麼？"""
st_047010_0080#0,"""可您……吸收了這麼多？<br>身體還吃得消嗎？"""
st_047010_0090#0,"""……這你不必擔心。<br>不說這個了。阿拉特隆，你方才不是有事找我來著？"""
st_047010_0100#0,"""沒錯，我有事要稟報。<br>雖說這要稟報的，對您而言應該算不得什麼好消息。"""
st_047010_0110#0,"""鷲宮冰莉似乎清醒過來了。<br>而且，她還脫離了我們。"""
st_047010_0120#0,"""奧菲艾爾那傢伙也至今未歸。<br>也不知他是不是判斷了要捨棄我們，還是另有打算……"""
st_047010_0130#0,"""……結果到頭來，剩下的還是你我二人。"""
st_047010_0140#0,"""……是麼。"""
st_047010_0150#0,"""阿拉特隆，你也離我而去吧。<br>你應該也沒有理由再繼續追隨與我了吧？"""
st_047010_0160#0,"""嚯嚯。這您就放心吧，聖母。<br>老夫我會與您同在，不會讓您孤身一人的。<br>我們不是曾這麼約好過的嘛？"""
st_047010_0170#0,"""像這樣與您待在一起，真是讓老夫回憶萬千啊。<br>讓我想起了我們最初相遇的那時。<br>想起了，我來到月球調查的那時候。"""
st_047010_0180#0,"""那時，您向我展現出了全新的可能性。<br>因而我便下定了決心要追隨與您。而這份決意至今未變。<br>老夫我都一把老骨頭了，這決定好的事啊，就沒那麼容易改嘍。"""
st_047010_0190#0,"""是您，向我這遲暮之人<br>展示了那耀眼奪目的可能性。<br>聖母啊，無論發生了什麼事，這一點都不會改變。"""
st_047010_0200#0,"""即便我的所作所為，是世人口中的<br>「所行非善」，你也如此認為？"""
st_047010_0210#0,"""嚯嚯，瞧您說的。把您喚醒的可就是老夫我啊。<br>在十二年前，正是當時正參與月球開發工作的我<br>喚醒了沉睡於此地之中的您。"""
st_047010_0215#0,"""因此，只要是您願為之事<br>老夫就都有見證它的義務。"""
st_047010_0220#0,"""……這就是所謂的責任啊。<br>無論您所願為的是善還是惡，也都如此。"""
st_047010_0230#0,"""不必擔心，孰是孰非，自會有歷史來證明。"""
st_047010_0240#0,"""我們只是在順從著自己的願望前行罷了。<br>老夫的心願，就是守候、見證您前路的所至之處。<br>僅此而已。"""
st_047010_0250#0,"""您就憑著這顆心、這份衝動……<br>去行那該行之事吧，聖母。<br>老夫我願為此傾盡全力。"""
st_047010_0260#0,"""……你還是沒變，依舊如此瘋魔啊。"""
st_047010_0270#0,"""嚯嚯。<br>您這話在老夫眼裡，可是對我的稱讚呢。"""
st_047010_0280#0,"""……事態已入終局。<br>從現在開始，是一步也錯不得了。"""
st_047010_0290#0,"""為了人類的進化與發展……<br>以及全新的創造……<br>……看來，我也不得不行動起來了。"""
