st_046070_0001#0,"""A.D.2028/4/21/18:00"""
st_046070_0010#0,"""咦……這裡，不是學校麼……<br>我怎麼會在這種地方……？"""
st_046070_0020#0,"""……不對，這也並不奇怪啊。<br>畢竟我本來就是個高中生嘛。<br>我本來就在這裡上學呀。會在這裡也是理所當然的嘛。"""
st_046070_0030#0,"""可不知為什麼……<br>我總覺得有種特別懷念的感覺……<br>總覺得，有種特別寂寞的感覺。"""
st_046070_0040#0,"""……你說呢，火継？<br>火継你是不是也這麼覺得？"""
st_046070_0050#0,"""……咦？火継呢？"""
st_046070_0060#0,"""……啊，對了。<br>我就是在聖母的請求下<br>才來到這裡的啊。"""
st_046070_0070#0,"""啊，沒錯沒錯。<br>聖母她說了，只要在這裡大肆破壞一番<br>就一定是能把火継引過來的……"""
st_046070_0080#0,"""這所學校，是我和火継的日常。<br>是我們的歸所……<br>所以她一定會來保護它……"""
st_046070_0090#0,"""我……是要破壞它……？"""
st_046070_0100#0,"""我是要破壞它嗎？<br>……我又是為什麼……要破壞掉<br>火継和我的日常呢？"""
st_046070_0110#0,"""是為了奪回火継？<br>是為了拯救火継？<br>然而……我卻要破壞掉我們的歸所？"""
st_046070_0120#0,"""……為什麼，為什麼為什麼為什麼為什麼！？<br>不可以，不可以這樣啊冰莉！<br>我這都是在說什麼呢！"""
st_046070_0130#0,"""這裡……可是我和火継兩個人<br>充滿回憶的地方啊……！？"""
st_046070_0140#0,"""我們曾在這裡一起學習、一起運動<br>一同歡笑、一同憤怒，也一同哭泣過<br>……這裡是我們一直相互陪伴過的地方啊？"""
st_046070_0145#0,"""……！"""
st_046070_0150#0,"""哈啊，哈啊，哈哈，哈……！<br>……不可以這樣！絕對不可以這樣！"""
st_046070_0160#0,"""這裡……這所學校……<br>是我和火継的歸屬之處！<br>……我絕對，不會允許你們破壞掉它！"""
st_046070_0170#0,"""！！"""
st_046070_0180#0,"""……火継！"""
st_046070_0190#0,"""冰莉，有話一會再說！<br>我們先把這群傢伙給收拾乾淨<br>保護好我們的學校！好嗎！？"""
st_046070_0200#0,"""……恩！恩，恩！"""
skit01#0,"""My Best Friend"""
skit02#0,"""心意之形"""
