st_043070_0001#0,"""A.D.2028/4/2/18:30"""
st_043070_0010#0,"""Cool……so cooool！<br>真不錯，果然還是貨真價實的影像最棒了！<br>Imagination根本停不下來！"""
st_043070_0020#0,"""火継girl！你的move超出了我的想象！<br>這才是我所期待的影像！"""
st_043070_0030#0,"""等我再多準備點<br>配得上你們act的place和extra之後……<br>我們再來拍重頭戲吧！"""
st_043070_0040#0,"""他逃掉了……"""
st_043070_0050#0,"""火継，你還好嗎？"""
st_043070_0060#0,"""……是的，他的反應消失了。"""
st_043070_0070#0,"""他們都很擅長操控以太<br>果然還是有點棘手啊。<br>跟與黑暗種做對手的時候，還真是不太一樣呢。"""
st_043070_0080#0,"""火継小姐，你還好嗎？"""
st_043070_0090#0,"""抱歉，我又有點上頭了……<br>謝謝你們來救我。"""
st_043070_0100#0,"""……我沒事。<br>但我哥他……<br>都是因為我，我哥他……"""
