st_046110_0001#0,"""A.D.2028/4/21/19:30"""
st_046110_0010#0,"""火継！<br>火継－－－－！<br>嗚嗚嗚嗚嗚，火継－－－－！"""
st_046110_0020#0,"""好啦好啦，我知道了啦……"""
st_046110_0025#0,"""嗚嗚……滋溜！"""
st_046110_0027#0,"""喂冰莉！別在我衣服上擤鼻涕啊！"""
st_046110_0030#0,"""嗚嗚嗚嗚嗚嗚嗚！<br>滋溜，滋溜，哼嘿嘿嘿嘿！<br>火継，火継－－－－！"""
st_046110_0040#0,"""啊！你丫故意的是吧！<br>你這傢伙……！把・我・放・開！"""
st_046110_0050#0,"""真拿你們倆沒轍……<br>剛才那劍拔弩張的氣勢<br>都跑哪兒去了啊？"""
st_046110_0060#0,"""<%me>！<br>各位！都聽得見嗎！"""
st_046110_0070#0,"""雪拉小姐？<br>是怎麼了？怎麼這麼慌張？"""
st_046110_0080#0,"""詳細的一會再說！<br>你們那裡應該能看得見！<br>請、請看看天空……看看月亮的樣子！"""
st_046110_0090#0,"""月亮……？"""
st_046110_0100#0,"""那是……怎麼回事……<br>月亮的顏色……在變……！？"""
skit01#0,"""My Best Friend"""
skit02#0,"""心意之形"""
