name01#0,"""？？？"""
name02#0,"""？？？"""
st_010190_0010#0,"""<%me><br>首先，要感謝你。"""
st_010190_0020#0,"""已確認偶發事象優先級的改変，<br>並進行至新的狀況。"""
st_010190_0030#0,"""「比起狀況，更希望尋求關於事象的説明」<br>你的臉上似乎帶著這般表情，<br>這種認識是否正確？"""
st_010190_0040#0,"""然而，此時我認為<br>對事象有正確的認知是不必要的。"""
st_010190_0050#0,"""當你得到能拯救眾生的機會，<br>如能把握，便已足矣。"""
st_010190_om_0060#0,"""僅僅讓你理解事態的話語，<br>目前的我還未能學習得到......"""
st_010190_0070#0,"""故我須向你道歉。<br>為尚無法獲得你信任的我致歉。"""
st_010190_0080#0,"""同時也對於我必須要仰賴你這件事<br>向你致歉。"""
st_010190_0090#0,"""......新的萬象盤已經誕生。<br>也代表著對於全新偶發的事件<br>隨時都有可能發生。"""
st_010190_0100#0,"""我依舊持續著後悔。<br>但願你能將其作為<br>拂拭遺憾的路標。"""
al_010020_0010#0,"""原來如此，在納貝流士倒下的<br>二代目醬得到了你的幫助。<br>那就是錫安的目的呢。"""
al_010020_0020#0,"""爲了那件事，你將結業任務的時間<br>回溯了……<br>直截了當，幹得漂亮！"""
al_010020_0030#0,"""偶発事象的明示化、萬象盤……<br>跟我使用的「時間停止」是一樣的感覺<br>真是不得了的傢夥。"""
al_010020_0040#0,"""按斯斯的話講、就是魔術吧。<br>不對呀，根本不是那種級別吧……<br>嘛，這件事先放一邊。"""
al_010020_0050#0,"""就算是可以回到過去<br>改變歴史可不是件容易事喲。<br>對於時間來講，似乎存在著自我凈化這樣的事呢。"""
al_010020_0060#0,"""舉個栗子，如果我被「敗者」殺掉了<br>就算歴史改変了，多半在某處<br>我還是會死掉。一般來講是這樣的。"""
al_010020_0070#0,"""但是錫安她呢，連改変后的結局也能看得到。<br>這樣一來，怎麽樣去改寫歷史最好<br>走哪條路最好，就能知道了。"""
al_010020_0080#0,"""然後呢，得把改寫歷史的方法告訴你<br>這就是爲什麽會塞給你「萬象盤」了。<br>換句話説，它就是創造未來的路標吧。"""
al_010020_0090#0,"""將演算出來的，與未來緊密相關的事象<br>進行改変，就由你開始，從現在開始。"""
al_010020_0100#0,"""單憑錫安是不可能的，<br>衹有你一個人也是不可行的。<br>想要成功，你們二人一定要協力才行。"""
al_010020_0110#0,"""當然、就算按照錫安的演算結果行事<br>是不是一定能讓事象成功改変<br>也是不可知的。"""
al_010020_0120#0,"""所以直到你能讓改變成功爲止<br>在無意識中會有多少次<br>回溯時間，再次踏上冒險征途呢……"""
