st_061120_0001#0,"""A.P.242/2/17/12:00"""
st_061120_0010#0,"""……這麼說來、莉莎為什麼能<br>看到那個敵人的動向呢？"""
st_061120_0020#0,"""呵呵呵呵呵。<br>因為莉莎有好好地用眼睛看。"""
st_061120_0030#0,"""？？"""
st_061120_0040#0,"""ARKS的各位啊<br>太依賴光子了。<br>比眼睛更依賴光子。"""
st_061120_0050#0,"""明明看不見、卻依靠雷達<br>適當地進行攻擊<br>這樣的事情？　那個也是。"""
st_061120_0060#0,"""大家一邊用眼睛看<br>一邊自然地感知著光子<br>抓住了它們的動向。"""
st_061120_0070#0,"""但是、現在敵人的光子<br>被隱藏了。"""
st_061120_0080#0,"""而且反過來、敵人還能知道<br>我方光子的狀態。<br>當然無法跟上節奏。"""
st_061120_0090#0,"""也就是說、現狀是理所當然的<br>毫無辦法。"""
st_061120_0100#0,"""這樣的話、我們就不能<br>一直好好戰鬥了……？"""
st_061120_0110#0,"""如果能找到超越敵人光子隱蔽的<br>技術的話、不就能和以前<br>一樣感知到了嗎？"""
st_061120_0120#0,"""而且、除了莉莎以外不依靠光子<br>就能戰鬥的人、在ARKS也有哦。"""
st_061120_0130#0,"""那個……"""
st_061120_0140#0,"""……來了啊。"""
st_061120_0150#0,"""小姐、一個人嗎？"""
st_061120_0160#0,"""雖然和我一個人對戰<br>卻感覺不到什麼了不起的光子<br>真是被小看了呢。"""
st_061120_0170#0,"""看不起的是哪一個呢。"""
st_061120_0180#0,"""……？<br>這難道是……！"""
st_061120_0190#0,"""你沒有使用光子嗎？"""
st_061120_0200#0,"""是啊！<br>我沒有光子！<br>一切都不依賴感知！"""
st_061120_0210#0,"""你吸收光子的能力<br>對我來說沒有意義！"""
st_061120_0220#0,"""……！"""
st_061120_0230#0,"""沒想到這個負面影響<br>會在這裡起到作用……！"""
st_061120_0240#0,"""雖然絕對不能原諒……<br>盧瑟那個人吧、啊！"""
st_061120_0250#0,"""抓到了！"""
st_061120_0260#0,"""啊！？"""
st_061120_0270#0,"""……呵呵、呵呵呵。"""
st_061120_0280#0,"""小姐。<br>剛剛您說什麼了？"""
st_061120_0290#0,"""如果不是我聽錯的話<br>……出現了有趣的名字呢。"""
st_061120_0300#0,"""什麼、這傢伙……！<br>好厲害、不妙……！"""
