st_046100_0001#0,"""A.D.2028/4/21/19:10"""
st_046100_0010#0,"""怎麼可能……領域破壞、術式切斷……！？<br>居然絲毫未損傷肉體，而是僅僅切斷了以太……"""
st_046100_0020#0,"""……八坂火継的……天叢雲。<br>那與傳說如出一轍的淨化之力……<br>真沒料到，它竟會以這種形式具現於世。"""
st_046100_0030#0,"""難道說，是她的願望實現了……？<br>是她想要拯救鷲宮冰莉、拯救那個融合體的心意<br>得到了以太的回答……？"""
st_046100_0040#0,"""！？"""
st_046100_0050#0,"""……哎呀，沒想到你這反應還不錯嘛。<br>我原本可是打算把你殺個透徹的呢。"""
st_046100_0060#0,"""法蕾……<br>你這傢伙打算做什麼？"""
st_046100_0070#0,"""我不是剛剛才說過，我打算要殺掉你嘛？"""
st_046100_0080#0,"""我問的是為什麼……！"""
st_046100_0090#0,"""因為你的身上，散發著一股令人厭惡的氣味。<br>它的惡臭混合著你的傲慢和愚蠢<br>覺得自己才該坐上人類支配者的位子。"""
st_046100_0100#0,"""而這股惡臭，是我這既不同於聖母<br>又不同於ARKS之人，最討厭的氣味了。"""
st_046100_0110#0,"""……逃了麼？"""
st_046100_0120#0,"""罷了，就隨他去吧。<br>反正要殺他，什麼時候都行。"""
st_046100_0130#0,"""呵呵……看來你們已經成長得頗為強大了呢。"""
st_046100_0140#0,"""我十分期待，能與使出全力的你們相見哦。"""
