st_063110_0001#0,"""A.P.242/3/10/12:30"""
st_063110_0010#0,"""但……是……！"""
st_063110_0020#0,"""我的力量、雖然被封印<br>减少到這個程度<br>沒想到竟然如此……"""
st_063110_0030#0,"""……呵呵、呵呵呵。<br>不愧是、世界之器的存在。<br>真不能小看啊。"""
st_063110_0040#0,"""……幸好被打倒的只是我。"""
st_063110_0050#0,"""那是、什麼意思……？"""
st_063110_0060#0,"""就是這個意思。"""
st_063110_0070#0,"""什麼……！？"""
st_063110_0080#0,"""少……少名比売大人！"""
st_063110_0090#0,"""啊……哈！"""
st_063110_0100#0,"""少名比売！　事代桑！"""
st_063110_0110#0,"""示巴……！？"""
st_063110_0120#0,"""那麼、這是……！？"""
st_063110_0130#0,"""辛苦了、米朵拉。"""
st_063110_0140#0,"""……沒有特別辛苦。<br>只是相當痛。"""
st_063110_0150#0,"""但是、如果就這樣衝進去的話<br>就很危險了、這次。"""
st_063110_0160#0,"""感謝您的獻身、米朵拉。<br>……真的、做得很好。"""
st_063110_0170#0,"""……太可惜了。<br>這是我的職責。"""
st_063110_0180#0,"""……瓦爾納、之後請多關照。"""
st_063110_0190#0,"""明白了。"""
st_063110_0200#0,"""好好休息吧、米朵拉。"""
st_063110_0210#0,"""得到同樣運算功能的你們<br>接下來考慮的是對我的具體對策。<br>想耍點小聰明是不言而喻的。"""
st_063110_0220#0,"""米朵拉建議她進行調查。<br>我相信她、把一切交給她。"""
st_063110_0230#0,"""定向封印對象光子的結界。<br>就區區一個星神的技術而言<br>是相當出色的。"""
st_063110_0240#0,"""正因為<br>擁有好的臣子。"""
st_063110_0250#0,"""那麼、我必須對得起<br>對臣子的信任。"""
st_063110_0260#0,"""足以討伐米朵拉的對手。<br>絕對不會大意的。"""
st_063110_0270#0,"""……全員、當場殺死。"""
st_063110_0280#0,"""哇！？"""
st_063110_0290#0,"""那個……什……麼！？"""
st_063110_0300#0,"""<%me>……快逃……！"""
