st_045040_0001#0,"""A.D.2028/4/17/14:00"""
st_045040_0010#0,"""……聖母星團那群傢伙<br>居然在月球上建了個這麼離譜的東西出來。"""
st_045040_0020#0,"""據亞當先生發來的情報顯示<br>似乎這裡，是曾經將以太散佈到全世界的地方。"""
st_045040_0030#0,"""情報還說，在各國的協助之下<br>即便是在散佈以太完成後，也持續有物資搬運到了此處<br>可它們是用來做什麼的，卻一直是個謎團……"""
st_045040_0040#0,"""……這鋪張浪費，簡直是把整個世界都搭上了。"""
st_045040_0050#0,"""別說是有空氣了<br>就連重力都控制得這麼完美。<br>……真他媽是藏了手黑科技啊。"""
st_045040_0060#0,"""人都說，這科技要是太過發達<br>就跟魔法沒什麼差別了<br>那依你看，這到底算是哪一種呢……"""
st_045040_0070#0,"""大概算科學吧"""
st_045040_0080#0,"""不是魔法嗎？"""
st_045040_0090#0,"""倒也確實啊。<br>那這也就意味著，聖母星團那幫傢伙<br>技術力已經高超到能造出這種東西來了。"""
st_045040_0100#0,"""我從沒聽說過，有什麼魔法能造出如此高技術的物質<br>或者有什麼手段，能如此長久地控制住重力。<br>……所以我是覺得，這多半屬於科學的範疇。"""
st_045040_0110#0,"""哪怕是不提物資，能製作出這麼個構造物的技術<br>根本就不是地球的進化速度趕得上的了。<br>這兒是如此，以太也是同樣。"""
st_045040_0120#0,"""難道聖母星團那幫傢伙入侵ARKS那邊<br>就是為了盜取這種技術麼……？"""
st_045040_0130#0,"""……啊，這事兒還是晚點再想好了。<br>咱們首先還是得把火継給救出來。"""
st_045040_0140#0,"""我現在正在搜索火継小姐的反應<br>但似乎通訊在這深處受到了阻礙<br>沒有辦法順利進行。"""
st_045040_0150#0,"""他們既然來妨礙我們，也就意味著<br>這裡面是有什麼不想讓我們看到的東西了。<br>咱們走，<%me>。"""
skit01#0,"""Because I have decided so"""
skit02#0,"""覺悟"""
