st_043090_0001#0,"""A.P.241/4/7/18:30"""
st_043090_0010#0,"""……最近在地球上發生了<br>各種難以理解的爆炸事件。<br>而我確認到了它們的背後，都有使用以太的痕跡。"""
st_043090_0020#0,"""而在地球那邊，這些事情要麼就是被壓了下來<br>要麼就是被當成了爆炸事故來處理……"""
st_043090_0030#0,"""……十有八九，都是貝托爾幹的好事。"""
st_043090_0040#0,"""是的，從上次交戰的記錄來看<br>我推測敵人的具現能力，就是生成爆炸物。"""
st_043090_0050#0,"""同時，這活動範圍<br>也在逐漸縮小為一個圓圈。<br>而下一個目標，恐怕就是首都近郊的……"""
st_043090_0060#0,"""…………"""
st_043090_0070#0,"""等、等等，火継小姐？<br>你要去哪裡？"""
st_043090_0080#0,"""……他們在地球上胡鬧<br>都是為了把我給引出來。"""
st_043090_0090#0,"""事情會變成這樣都是因為我……<br>而且，我也不想再把任何人捲進來了……<br>所以我要過去，跟他們做個了結。"""
st_043090_0100#0,"""別一個人亂來"""
st_043090_0110#0,"""冷靜點，現在還早"""
st_043090_0120#0,"""……別阻止我，<%me>。<br>不能再因為我的緣故<br>讓損失繼續這麼增加下去了。"""
st_043090_0130#0,"""不行哦，現在還不能過去。<br>還請再稍微等一小會。"""
st_043090_0140#0,"""沒錯，現在還稍微早了點。<br>請再給我一點時間。<br>做起準備來還是有點麻煩的。"""
st_043090_0150#0,"""準備？"""
st_043090_0160#0,"""只要再等一小會，我就能對推測將會受損的區域<br>做好情報隱蔽與隔離，以及安全保障工作了。"""
st_043090_0170#0,"""……欸？"""
st_043090_0180#0,"""我早就知道，只要把這情報告訴了火継小姐<br>你就肯定是會主動要過去的。"""
st_043090_0190#0,"""畢竟火継小姐很單純嘛。<br>而且，我也早就預測到<br><%me>也會跟過去啦。"""
st_043090_0193#0,"""我不能放著火継不管"""
st_043090_0195#0,"""我不會讓她一個人去的"""
st_043090_0200#0,"""<%me>……<br>什麼嘛，原來只有我一個人被憤怒沖昏了頭腦<br>簡直就像是個笨蛋嘛。"""
st_043090_0210#0,"""不是像，就是個笨蛋。<br>畢竟眼看著你就要一個人跑過去<br>踩進敵人的陷阱裡了嘛。"""
st_043090_0220#0,"""……倒也沒錯。"""
st_043090_0230#0,"""……姐姐。"""
st_043090_0240#0,"""……別露出一副不安的表情啦，阿有。<br>沒事的，沒事的。我很冷靜。<br>你就放寬心好啦。"""
st_043090_0250#0,"""<%me>。<br>……姐姐就拜託你了。"""
st_043090_0260#0,"""……你這性格，還挺招人喜歡的嘛。"""
st_043090_0270#0,"""……好了，周邊地區的隔離隱蔽完成！<br><%me>、火継小姐！<br>你們隨時都可以出擊了！"""
