name01#0,"""？？？"""
name02#0,"""？？？"""
ra_020030_0001#0,"""A.P.238/5/27"""
ra_020030_0010#0,"""啊、<%me>。<br>原來你也來啦。<br>嗯，我也有點想念你呢。"""
ra_020030_0020#0,"""......不過，等一下<br>錫安的樣子怪怪的。<br>好像很疲累......很痛苦的樣子。"""
ra_020030_0030#0,"""......我的腦海裡，有時會出現這樣的想法。<br>如果我們什麼都不做、隨波逐流<br>結果會不會反而比較好呢？"""
ra_020030_0040#0,"""對你和她而言，一直不斷地辛苦奔波<br>這些行為究竟意義何在？"""
ra_020030_0050#0,"""如果回溯到最初的邂逅，<br>讓邂逅本身從未發生過<br>那不就是最好的解決辦法麼？"""
ra_020030_0060#0,"""......我們一直都在觀察。<br>用那種方法解決是不對的。<br>可是，即便如此，我還是無法不去思考。"""
ra_020030_0070#0,"""如果能夠讓這一切從未發生過的話<br>或許大家就不必提心吊膽<br>就能順其自然地安居樂業......"""
ra_020030_0080#0,"""......你錯了。"""
ra_020030_0090#0,"""如果不是因為有你引導的話<br>我當初怎麼可能得救呢？"""
ra_020030_0100#0,"""<%me>和我<br>也就不可能會相遇了，不是麼？"""
ra_020030_0110#0,"""我非常感謝你哦。<br>讓我遇見他<br>的人是你，所以囉。"""
ra_020030_0120#0,"""在那之前，有許多辛酸和痛苦<br>或許這些都令人難以承受，然而......<br>我還是要感謝你。"""
ra_020030_0130#0,"""所以，別再為難自己了......<br>我相信你所選擇的這條路<br>最終一定能讓大家都得到幸福的。"""
ra_020030_0140#0,"""......謝謝你。"""
text01#0,"""獲得萬象盤『在忘卻的彼方』"""
