st_043025_0001#0,"""A.P.241/3/31/12:00"""
st_043025_0010#0,"""啊，<%me>……<br>……等等，嗚哇，不妙！"""
st_043025_0020#0,"""姐姐，你怎麼了呀？"""
st_043025_0030#0,"""你看那邊啦！<br>那邊那4人組！"""
st_043025_0040#0,"""你們認識？"""
st_043025_0050#0,"""他們是敵人？"""
st_043025_0060#0,"""……恩。<br>他們是我們學校的學生會成員。<br>……也就是聖母星團的成員。"""
st_043025_0070#0,"""從<%me>的立場來看，算是敵人吧。<br>他們是我們學校的學生會成員。<br>……也就是聖母星團的成員。"""
st_043025_0080#0,"""他們就跟我當初一樣<br>是藉由著虛擬形象，來這邊做調查的<br>……呃！"""
st_043025_0090#0,"""……走了嗎？走了嗎？<br>……太好了，還好沒被他們發現。"""
st_043025_0100#0,"""遇到認識的人，是不是應該<br>去好好打個招呼啊？姐姐。"""
st_043025_0110#0,"""我現在都脫離聖母星團了<br>肯定不能就這麼隨隨便便上去打招呼啊。"""
st_043025_0120#0,"""為什麼？"""
st_043025_0130#0,"""你還問為什麼……那當然是因為<br>沒準是會被他們當成敵人，被他們襲擊啊！"""
st_043025_0140#0,"""……說起來，現在學校那邊<br>都是怎麼說我的呢？"""
st_043025_0150#0,"""雖說我這也是自作自受<br>但要是被退學了可就難受了……"""
