st_058100_0001#0,"""A.P.242/1/10/12:00"""
st_058100_0010#0,"""黑暗種……<br>你是來阻攔我的嗎……！"""
st_058100_0020#0,"""不過那也就是說<br>很好地妨礙了你們吧……！<br>那麼、我就不打算讓你就這樣解决……！"""
st_058100_0030#0,"""哇！？"""
st_058100_0040#0,"""呀啊！"""
st_058100_0050#0,"""嗚……還、還沒……！<br><%me>、這樣這樣<br>真的很糟糕！"""
st_058100_0060#0,"""我怎麼可能在這種程度<br>就停下來、怎麼行……！"""
st_058100_0070#0,"""哈哈……要死兩次、這種事情<br>雖然不想體驗……<br>即便如此、也不能放棄！"""
st_058100_0080#0,"""哇！？"""
st_058100_0090#0,"""……呃？<br>你……我们……"""
st_058100_0100#0,"""哎呀、這不是很危險的嗎。<br>早點叫我<br>不是更好嗎？"""
st_058100_0110#0,"""麗酱……！"""
st_058100_0120#0,"""……不過、這次總算趕上了。<br>那麼從這裏開始、就是我們的陣地了。<br>排除萬難、僅此而已。"""
st_058100_0130#0,"""基酱……！"""
st_058100_0140#0,"""我不會問土裡土氣的事。<br>我想問你一個問題。<br>……我沒那麼遲鈍吧、阿露瑪！"""
st_058100_0150#0,"""當然啦、麗酱。"""
st_058100_0160#0,"""我的眼睛看不見你的身影。<br>但是……阿露瑪。<br>你就在那裏吧。"""
st_058100_0170#0,"""那麼、我只是爲了你<br>揮動這把利刃！"""
st_058100_0180#0,"""……謝謝你、基酱。"""
st_058100_0190#0,"""來吧、兩個人一起！<br>就像【巨躯】戦争的那個時候一樣！"""
st_058100_0200#0,"""毀滅之閻斧、拉比里斯！"""
st_058100_0210#0,"""開始吧、『創世』！"""
st_058100_0220#0,"""迴應吧白錫、克拉麗莎！<br>我們的思念！"""
st_058100_0230#0,"""啊啊啊啊啊！"""
st_058100_0240#0,"""啊啊啊啊啊！"""
st_058100_0250#0,"""啊啊啊啊啊！"""
name01#0,"""？？？"""
name02#0,"""？？？"""
