st_042130_0001#0,"""A.D.2028/3/30/12:30"""
st_042130_0010#0,"""……咦？<br>這裡是我的房間？我回來了？<br>……為、為什麼？！怎麼會？！"""
st_042130_0020#0,"""……以太設施強制切斷！？<br>什麼？錯誤編碼，奧林匹亞……這什麼意思啊……"""
st_042130_0030#0,"""手機也不行……<br>這附近的以太設施都被切斷了？<br>……這都發生什麼了啊！？"""
st_042130_0040#0,"""姐、姐姐！"""
st_042130_0050#0,"""這些……是之前的那個怪物……！？"""
st_042130_0060#0,"""阿有，我們快逃！"""
st_042130_0070#0,"""怪物怎麼這麼多……<br>這都什麼情況，都怎麼了啊……！<br>……發生什麼了啊這是！"""
st_042130_0080#0,"""火継，來這邊。"""
st_042130_0090#0,"""冰莉！？<br>太好了冰莉……！你沒事……！"""
st_042130_0100#0,"""冰莉你也看得見那個怪物吧！<br>能查查那傢伙是什麼東西嗎？<br>我現在進不到以太設施裡面了……"""
st_042130_0110#0,"""……火継，有話一會再說。<br>總之現在先到外面去。"""
st_042130_0120#0,"""照理說，以太應該是存在於大氣中的粒子。<br>怎麼會連它都使用不了了啊？<br>這到底是發生了什麼呀……！"""
st_042130_0130#0,"""……沒事的。"""
st_042130_0140#0,"""冰莉？"""
st_042130_0150#0,"""……沒事的，火継。<br>你什麼也不用擔心，不用擔心的。<br>相信我，交給我就好……"""
