st_063120_0001#0,"""A.P.242/3/10/14:00"""
st_063120_0010#0,"""那傢伙是光子族。<br>ARKS力量的基石。"""
st_063120_0020#0,"""她是初代【深遠之暗】。<br>黑暗法爾斯的力量之源。"""
st_063120_0030#0,"""所有這些都行不通、徒勞無用。"""
st_063120_0040#0,"""因此、要打倒那傢伙<br>就必須依靠不是從那傢伙身上<br>誕生的其他力量。"""
st_063120_0050#0,"""我和你、就是爲了那個而存在的。<br>這是全知存在殘留的最後希望。"""
st_063120_0060#0,"""您受了不少苦啊。"""
st_063120_0070#0,"""法蕾……？"""
st_063120_0080#0,"""爲什麼會在這裏……？"""
st_063120_0090#0,"""雖然我個人還想繼續<br>但首先、大家的事情是先決條件吧。"""
st_063120_0100#0,"""嗚……<%me>……？<br>發生了什麼……？"""
st_063120_0110#0,"""……不知道"""
st_063120_0120#0,"""最好不要動"""
st_063120_0130#0,"""……是的。"""
st_063120_0140#0,"""我沒關係……<br>比起這個、要先對少名比売和事代桑<br>進行治療……"""
st_063120_0150#0,"""……<%me>。<br>太好了、好像沒事了。"""
st_063120_0160#0,"""很抱歉聯系不上你。<br>有點……不、是相當<br>麻煩的事情。"""
st_063120_0170#0,"""光子族的攻勢開始了。<br>前所未有的圧倒性規模……<br>打算一鼓作氣打敗我們。"""
skit01#0,"""A Way to Seal The Demise"""
skit02#0,"""黑白之地的侵犯者"""
